date,currency_type,budget_funds_total_mln_rub,federal_budget_funds_mln_rub,regional_local_budget_funds_mln_rub,other_budget_funds_mln_rub,extra_budgetary_funds_mln_rub,source_url,source_file
01-02-2024,total,208548.0,162750.0,21144.0,23597.0,1057.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-03-2024,foreign_currency_and_precious_metals,157053.0,142672.0,3.0,14378.0,0.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-03-2024,rub,50380.0,7299.0,24037.0,18632.0,413.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-03-2024,total,207433.0,149971.0,24040.0,33010.0,413.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-04-2024,foreign_currency_and_precious_metals,153931.0,138944.0,1.0,14986.0,0.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-04-2024,rub,30226.0,6914.0,21622.0,439.0,1252.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-04-2024,total,184157.0,145858.0,21623.0,15425.0,1252.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-05-2024,foreign_currency_and_precious_metals,154196.0,140091.0,1.0,14105.0,0.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-05-2024,rub,36549.0,7364.0,27249.0,407.0,1529.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-05-2024,total,190745.0,147455.0,27250.0,14512.0,1529.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-06-2024,foreign_currency_and_precious_metals,142059.0,124435.0,0.0,17624.0,0.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-06-2024,rub,36091.0,6816.0,27568.0,478.0,1228.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-06-2024,total,178150.0,131250.0,27569.0,18102.0,1228.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-07-2024,foreign_currency_and_precious_metals,132536.0,120434.0,0.0,12102.0,0.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-07-2024,rub,39922.0,6560.0,31654.0,550.0,1158.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-07-2024,total,172458.0,126994.0,31654.0,12653.0,1158.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-08-2024,foreign_currency_and_precious_metals,154133.0,140685.0,0.0,13447.0,0.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-08-2024,rub,45371.0,6584.0,36991.0,501.0,1295.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-08-2024,total,199504.0,147269.0,36992.0,13948.0,1295.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-09-2024,foreign_currency_and_precious_metals,158887.0,144578.0,1.0,14309.0,0.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-09-2024,rub,46514.0,5863.0,38837.0,555.0,1259.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-09-2024,total,205400.0,150441.0,38838.0,14863.0,1259.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-10-2024,foreign_currency_and_precious_metals,166467.0,151040.0,1.0,15426.0,0.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-10-2024,rub,34502.0,4871.0,28382.0,422.0,827.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-10-2024,total,200968.0,155911.0,28382.0,15849.0,827.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-11-2024,foreign_currency_and_precious_metals,138986.0,122766.0,2.0,16218.0,0.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-11-2024,rub,33418.0,4720.0,27085.0,57.0,1556.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-11-2024,total,172404.0,127485.0,27087.0,16275.0,1556.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-12-2024,foreign_currency_and_precious_metals,120973.0,102526.0,1.0,18446.0,0.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-12-2024,rub,30222.0,4716.0,23712.0,44.0,1749.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-12-2024,total,151194.0,107243.0,23713.0,18489.0,1749.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-01-2025,foreign_currency_and_precious_metals,27119.0,1025.0,1.0,26094.0,0.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-01-2025,rub,20126.0,3177.0,16526.0,4.0,418.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-01-2025,total,47245.0,4202.0,16527.0,26098.0,418.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-02-2025,foreign_currency_and_precious_metals,38346.0,13628.0,1.0,24717.0,0.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-02-2025,rub,20635.0,4645.0,15470.0,56.0,465.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-02-2025,total,58982.0,18273.0,15470.0,24773.0,465.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-03-2025,foreign_currency_and_precious_metals,57406.0,35750.0,0.0,21656.0,0.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-03-2025,rub,21132.0,4404.0,16316.0,35.0,376.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-03-2025,total,78538.0,40155.0,16316.0,21691.0,376.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-04-2025,foreign_currency_and_precious_metals,63174.0,43376.0,0.0,19797.0,0.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-04-2025,rub,23463.0,4124.0,17765.0,44.0,1531.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-04-2025,total,86637.0,47500.0,17766.0,19841.0,1531.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-05-2025,foreign_currency_and_precious_metals,65448.0,44877.0,0.0,20571.0,0.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-05-2025,rub,23667.0,4273.0,18897.0,96.0,402.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-05-2025,total,89115.0,49149.0,18897.0,20667.0,402.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-06-2025,foreign_currency_and_precious_metals,61012.0,33745.0,0.0,27267.0,0.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-06-2025,rub,24820.0,4574.0,19898.0,73.0,275.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-06-2025,total,85832.0,38319.0,19898.0,27340.0,275.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-07-2025,foreign_currency_and_precious_metals,57588.0,25687.0,0.0,31900.0,0.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-07-2025,rub,31132.0,4110.0,24082.0,160.0,2780.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-07-2025,total,88720.0,29797.0,24083.0,32060.0,2780.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-08-2025,foreign_currency_and_precious_metals,71307.0,35690.0,0.0,35616.0,0.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-08-2025,rub,38149.0,4156.0,31905.0,137.0,1952.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-08-2025,total,109456.0,39846.0,31905.0,35754.0,1952.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-09-2025,foreign_currency_and_precious_metals,60552.0,25214.0,0.0,35338.0,0.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-09-2025,rub,41988.0,4320.0,36228.0,150.0,1291.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-09-2025,total,102540.0,29534.0,36228.0,35487.0,1291.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-10-2025,foreign_currency_and_precious_metals,58689.0,22381.0,0.0,36307.0,0.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-10-2025,rub,31639.0,4175.0,26193.0,47.0,1224.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-10-2025,total,90328.0,26556.0,26194.0,36354.0,1224.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-11-2025,foreign_currency_and_precious_metals,53434.0,18701.0,0.0,34733.0,0.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-11-2025,rub,33366.0,4170.0,27401.0,32.0,1763.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-11-2025,total,86800.0,22871.0,27402.0,34765.0,1763.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-12-2025,foreign_currency_and_precious_metals,47408.0,12681.0,0.0,34727.0,0.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-12-2025,rub,35679.0,4376.0,29613.0,40.0,1651.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-12-2025,total,83087.0,17057.0,29613.0,34766.0,1651.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-01-2026,foreign_currency_and_precious_metals,37202.0,624.0,0.0,36577.0,0.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-01-2026,rub,36356.0,2618.0,32135.0,3.0,1600.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-01-2026,total,73557.0,3242.0,32135.0,36580.0,1600.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-02-2026,foreign_currency_and_precious_metals,44869.0,9686.0,0.0,35182.0,0.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-02-2026,rub,32852.0,2613.0,29231.0,204.0,804.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-02-2026,total,77720.0,12299.0,29231.0,35386.0,804.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-03-2026,foreign_currency_and_precious_metals,49905.0,14390.0,0.0,35514.0,0.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-03-2026,rub,34342.0,2460.0,31550.0,163.0,168.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-03-2026,total,84247.0,16850.0,31551.0,35678.0,168.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-04-2026,foreign_currency_and_precious_metals,53056.0,13353.0,0.0,39702.0,0.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-04-2026,rub,38659.0,2465.0,35360.0,165.0,670.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-04-2026,total,91715.0,15818.0,35360.0,39867.0,670.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
