date,currency_type,budget_funds_total_mln_rub,federal_budget_funds_mln_rub,regional_local_budget_funds_mln_rub,other_budget_funds_mln_rub,extra_budgetary_funds_mln_rub,source_url,source_file
01-01-2016,rub,4597.0,0.0,211.0,4313.0,72.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-01-2016,total,66539.0,366.0,284.0,65816.0,74.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-02-2016,foreign_currency_and_precious_metals,66627.0,3052.0,77.0,63495.0,4.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-02-2016,rub,6703.0,1939.0,154.0,4525.0,85.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-02-2016,total,73330.0,4991.0,231.0,68020.0,88.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-03-2016,foreign_currency_and_precious_metals,65871.0,2453.0,77.0,63326.0,16.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-03-2016,rub,6712.0,1914.0,112.0,4598.0,88.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-03-2016,total,72583.0,4367.0,189.0,67924.0,103.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-04-2016,foreign_currency_and_precious_metals,69593.0,12401.0,69.0,56831.0,291.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-04-2016,rub,6650.0,1495.0,218.0,4869.0,69.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-04-2016,total,76244.0,13896.0,287.0,61701.0,360.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-05-2016,foreign_currency_and_precious_metals,73168.0,18774.0,66.0,54305.0,23.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-05-2016,rub,6846.0,1568.0,76.0,5130.0,72.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-05-2016,total,80014.0,20342.0,142.0,59435.0,95.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-06-2016,foreign_currency_and_precious_metals,80284.0,23666.0,68.0,55839.0,710.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-06-2016,rub,7045.0,2157.0,92.0,4723.0,74.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-06-2016,total,87329.0,25823.0,160.0,60562.0,784.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-07-2016,foreign_currency_and_precious_metals,64750.0,20159.0,65.0,44506.0,21.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-07-2016,rub,6574.0,1917.0,238.0,4360.0,59.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-07-2016,total,71324.0,22076.0,302.0,48866.0,79.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-08-2016,foreign_currency_and_precious_metals,23148.0,18097.0,68.0,4962.0,21.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-08-2016,rub,10648.0,1681.0,1686.0,7222.0,59.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-08-2016,total,33796.0,19779.0,1754.0,12184.0,80.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-09-2016,foreign_currency_and_precious_metals,26993.0,22239.0,65.0,4667.0,22.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-09-2016,rub,11945.0,1644.0,2090.0,8157.0,54.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-09-2016,total,38938.0,23883.0,2155.0,12824.0,75.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-10-2016,foreign_currency_and_precious_metals,21590.0,16499.0,64.0,5007.0,22.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-10-2016,rub,6700.0,1535.0,386.0,4721.0,58.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-10-2016,total,28290.0,18034.0,449.0,9728.0,79.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-11-2016,foreign_currency_and_precious_metals,17052.0,12804.0,64.0,4161.0,23.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-11-2016,rub,6804.0,1699.0,53.0,4984.0,67.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-11-2016,total,23855.0,14503.0,118.0,9145.0,90.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-12-2016,foreign_currency_and_precious_metals,19962.0,15424.0,66.0,4216.0,257.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-12-2016,rub,6959.0,1769.0,111.0,5011.0,67.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-12-2016,total,26921.0,17193.0,176.0,9227.0,324.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-01-2017,foreign_currency_and_precious_metals,4320.0,306.0,61.0,3953.0,1.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-01-2017,rub,3931.0,1.0,26.0,3838.0,66.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-01-2017,total,8252.0,307.0,87.0,7790.0,67.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-02-2017,foreign_currency_and_precious_metals,12643.0,8175.0,61.0,4405.0,3.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-02-2017,rub,5652.0,1665.0,109.0,3815.0,64.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-02-2017,total,18295.0,9839.0,170.0,8220.0,66.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-03-2017,foreign_currency_and_precious_metals,24144.0,19540.0,59.0,4542.0,2.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-03-2017,rub,5854.0,1764.0,67.0,3959.0,64.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-03-2017,total,29998.0,21304.0,126.0,8502.0,66.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-04-2017,foreign_currency_and_precious_metals,20702.0,15474.0,57.0,5165.0,6.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-04-2017,rub,6011.0,1259.0,132.0,4555.0,65.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-04-2017,total,26713.0,16733.0,189.0,9721.0,70.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-05-2017,foreign_currency_and_precious_metals,29325.0,24267.0,58.0,5000.0,0.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-05-2017,rub,6775.0,1468.0,82.0,5152.0,73.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-05-2017,total,36100.0,25735.0,140.0,10152.0,73.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-06-2017,foreign_currency_and_precious_metals,28735.0,24357.0,58.0,4320.0,1.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-06-2017,rub,6385.0,1504.0,150.0,4649.0,83.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-06-2017,total,35120.0,25861.0,208.0,8969.0,83.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-07-2017,foreign_currency_and_precious_metals,37924.0,33476.0,60.0,4380.0,8.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-07-2017,rub,7415.0,1251.0,480.0,5403.0,281.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-07-2017,total,45339.0,34728.0,540.0,9783.0,288.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-08-2017,foreign_currency_and_precious_metals,34375.0,29101.0,61.0,5204.0,10.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-08-2017,rub,10789.0,1292.0,1729.0,6927.0,842.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-08-2017,total,45164.0,30392.0,1789.0,12131.0,851.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-09-2017,foreign_currency_and_precious_metals,32229.0,27246.0,60.0,4913.0,11.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-09-2017,rub,9696.0,1453.0,1859.0,5824.0,559.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-09-2017,total,41925.0,28699.0,1919.0,10737.0,570.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-10-2017,foreign_currency_and_precious_metals,31776.0,26617.0,131.0,5001.0,26.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-10-2017,rub,8724.0,1848.0,254.0,6005.0,617.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-10-2017,total,40499.0,28465.0,384.0,11006.0,644.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-11-2017,foreign_currency_and_precious_metals,26320.0,19859.0,61.0,6367.0,34.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-11-2017,rub,8192.0,1638.0,159.0,5828.0,566.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-11-2017,total,34511.0,21497.0,220.0,12194.0,600.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-12-2017,foreign_currency_and_precious_metals,23815.0,17701.0,60.0,6017.0,37.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-12-2017,rub,8025.0,1757.0,163.0,5164.0,941.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-12-2017,total,31840.0,19458.0,223.0,11182.0,978.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-01-2018,foreign_currency_and_precious_metals,6282.0,297.0,59.0,5920.0,6.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-01-2018,rub,4722.0,1.0,55.0,4024.0,642.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-01-2018,total,11005.0,299.0,114.0,9944.0,648.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-02-2018,foreign_currency_and_precious_metals,32715.0,26665.0,59.0,5981.0,10.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-02-2018,rub,10923.0,1870.0,466.0,7537.0,1050.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-02-2018,total,43638.0,28535.0,525.0,13518.0,1060.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-03-2018,foreign_currency_and_precious_metals,30563.0,25582.0,57.0,4911.0,12.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-03-2018,rub,11376.0,1604.0,90.0,9423.0,259.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-03-2018,total,41938.0,27186.0,147.0,14334.0,271.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-04-2018,foreign_currency_and_precious_metals,31018.0,25039.0,59.0,5904.0,16.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-04-2018,rub,6179.0,1149.0,85.0,4743.0,201.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-04-2018,total,37198.0,26189.0,144.0,10648.0,217.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-05-2018,foreign_currency_and_precious_metals,38507.0,32497.0,64.0,5931.0,15.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-05-2018,rub,6557.0,1660.0,116.0,4689.0,93.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-05-2018,total,45064.0,34157.0,179.0,10620.0,108.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-06-2018,foreign_currency_and_precious_metals,42073.0,33924.0,64.0,8068.0,17.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-06-2018,rub,6650.0,1491.0,115.0,4432.0,612.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-06-2018,total,48724.0,35415.0,180.0,12500.0,629.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-07-2018,foreign_currency_and_precious_metals,45783.0,37970.0,64.0,7727.0,22.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-07-2018,rub,7534.0,1242.0,933.0,4778.0,581.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-07-2018,total,53317.0,39211.0,998.0,12505.0,603.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-08-2018,foreign_currency_and_precious_metals,51650.0,41541.0,65.0,10023.0,22.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-08-2018,rub,9361.0,1232.0,3046.0,4332.0,751.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-08-2018,total,61011.0,42773.0,3110.0,14355.0,773.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-09-2018,foreign_currency_and_precious_metals,45728.0,35301.0,70.0,10332.0,25.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-09-2018,rub,10136.0,1453.0,3226.0,4646.0,810.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-09-2018,total,55864.0,36754.0,3296.0,14978.0,835.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-10-2018,foreign_currency_and_precious_metals,37614.0,27761.0,68.0,9593.0,193.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-10-2018,rub,6908.0,1492.0,246.0,4393.0,778.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-10-2018,total,44522.0,29253.0,313.0,13985.0,971.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-11-2018,foreign_currency_and_precious_metals,35512.0,25054.0,68.0,10359.0,31.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-11-2018,rub,6067.0,1446.0,74.0,3845.0,702.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-11-2018,total,41579.0,26500.0,142.0,14204.0,733.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-12-2018,foreign_currency_and_precious_metals,30824.0,21566.0,69.0,9171.0,18.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-12-2018,rub,5674.0,1455.0,118.0,3788.0,312.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-12-2018,total,36499.0,23021.0,187.0,12960.0,331.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-01-2019,foreign_currency_and_precious_metals,8770.0,361.0,72.0,8317.0,20.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-01-2019,rub,2743.0,2.0,14.0,2629.0,98.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-01-2019,total,11513.0,363.0,85.0,10946.0,118.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-02-2019,foreign_currency_and_precious_metals,24733.0,16904.0,68.0,7748.0,13.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-02-2019,rub,4861.0,1477.0,87.0,3181.0,116.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-02-2019,total,29594.0,18380.0,156.0,10929.0,128.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-03-2019,foreign_currency_and_precious_metals,16631.0,9197.0,68.0,7350.0,15.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-03-2019,rub,5373.0,1417.0,79.0,3782.0,95.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-03-2019,total,22003.0,10615.0,147.0,11132.0,109.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-04-2019,foreign_currency_and_precious_metals,18766.0,10092.0,67.0,6764.0,1843.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-04-2019,rub,4630.0,1243.0,117.0,3169.0,100.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-04-2019,total,23396.0,11335.0,184.0,9934.0,1943.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-05-2019,foreign_currency_and_precious_metals,27341.0,17206.0,67.0,10036.0,32.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-05-2019,rub,4963.0,1473.0,54.0,3397.0,38.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-05-2019,total,32305.0,18680.0,121.0,13434.0,70.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-06-2019,foreign_currency_and_precious_metals,31767.0,19069.0,67.0,12604.0,26.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-06-2019,rub,5099.0,1260.0,41.0,3134.0,665.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-06-2019,total,36866.0,20329.0,108.0,15738.0,691.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-07-2019,foreign_currency_and_precious_metals,39537.0,24547.0,65.0,14897.0,28.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-07-2019,rub,6591.0,1487.0,1092.0,3026.0,986.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-07-2019,total,46128.0,26034.0,1157.0,17923.0,1014.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-08-2019,foreign_currency_and_precious_metals,37260.0,22819.0,68.0,14352.0,22.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-08-2019,rub,8050.0,1429.0,2926.0,3039.0,656.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-08-2019,total,45310.0,24247.0,2994.0,17391.0,678.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-09-2019,foreign_currency_and_precious_metals,38591.0,22388.0,72.0,16109.0,23.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-09-2019,rub,8488.0,1803.0,2942.0,3139.0,604.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-09-2019,total,47079.0,24191.0,3014.0,19247.0,627.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-10-2019,foreign_currency_and_precious_metals,38812.0,23208.0,67.0,15526.0,11.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-10-2019,rub,5616.0,1815.0,201.0,3071.0,529.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-10-2019,total,44428.0,25023.0,268.0,18596.0,540.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-11-2019,foreign_currency_and_precious_metals,33489.0,18168.0,67.0,15244.0,10.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-11-2019,rub,5339.0,1584.0,87.0,2931.0,736.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-11-2019,total,38828.0,19752.0,154.0,18175.0,746.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-12-2019,foreign_currency_and_precious_metals,28406.0,13572.0,67.0,14766.0,1.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-12-2019,rub,5862.0,1896.0,104.0,3299.0,563.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-12-2019,total,34269.0,15468.0,172.0,18065.0,564.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-01-2020,foreign_currency_and_precious_metals,16586.0,439.0,65.0,16082.0,1.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-01-2020,rub,3816.0,0.0,62.0,3738.0,16.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-01-2020,total,20403.0,439.0,126.0,19820.0,18.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
