date,averaging_period_end,averaging_period_days,actual_balances,required_reserves_avg,accounting_reserves,full_reserves,spread,spread_relative,spread_delta,spread_ma3,reserve_load,ruonia_rate,ruonia_period_avg,ruonia_start,flag_end_of_period,spread_mad_score,spread_relative_mad_score,spread_delta_mad_score,reserve_load_mad_score,ruonia_mad_score,m1_signal,m1_signal_final,m1_reliable
01-02-2009,28-02-2009,28,413.47499999999997,39.1,31.1,70.2,374.37499999999994,957.480818414322,-269.89919354838725,541.7534946236559,16.97805187738074,,,,1,0.8560032390790482,1.4982722243403994,-5,-3.323731505468417,,-0.10132183664473149,-0.10132183664473149,1
01-03-2009,31-03-2009,31,397.4209677419355,41.8,33.3,75.1,355.6209677419355,850.767865411329,-18.754032258064456,458.09005376344084,18.896838892699297,,,,1,0.10056758058530019,1.1713633127639487,-0.6316622624914238,-2.648080367802012,,0.3106965907854453,0.3573010794032621,1
01-04-2009,30-04-2009,30,388.27666666666676,40.9,32.5,73.4,347.3766666666668,849.3317033414836,-8.244301075268709,359.12421146953403,18.904046083977917,,,,1,-0.195917136400338,1.1669637139721565,-0.25336892797117033,-2.2415299451839363,,0.2464318284595362,0.2833966027284666,1
01-05-2009,31-05-2009,31,400.1758064516129,39.8,31.5,71.3,360.3758064516129,905.4668503809371,12.999139784946124,354.4578136200717,17.817169066821435,,,,1,0.08250230883326977,1.338930464993816,0.5946455097906782,-1.995702845836558,,0.6033215250262134,0.6938197537801454,1
01-06-2009,30-06-2009,30,419.2733333333334,78.8,61.8,140.6,340.4733333333334,432.0727580372251,-19.902473118279488,349.4086021505377,33.534209982350404,,,,1,-0.6081625418621781,-0.09325316639251356,-0.6165693173532946,-1.2407637472379947,,-0.43837907492900313,-0.43837907492900313,1
01-07-2009,31-07-2009,31,406.241935483871,121.7,93.2,214.9,284.541935483871,233.8060275134519,-55.93139784946243,328.46369175627245,52.899511652836786,,,,1,-2.3345492923892,-0.7099070175215411,-1.641189835689106,-0.5017394096058562,,-1.6548715235182507,-1.6548715235182507,1
01-08-2009,31-08-2009,31,465.2096774193549,163.2,125.3,288.5,302.0096774193549,185.05494939911452,17.4677419354839,309.00831541218645,62.01504697846965,,,,1,-1.6521113466643453,-0.8656314165653038,0.806982116671719,-0.15386966965467946,,-0.8983948372741518,-0.8983948372741518,1
01-09-2009,30-09-2009,30,501.8866666666668,199.9,153.9,353.8,301.9866666666668,151.068867767217,-0.02301075268809427,296.17942652329754,70.49400263007583,,,,1,-1.5283598055105319,-0.9889853377414014,0.1407032088409053,0.09910040867081533,,-1.014935504873124,-1.014935504873124,1
01-10-2009,31-10-2009,31,535.8499999999999,199.7,154.0,353.7,336.1499999999999,168.32749123685525,34.16333333333313,313.38211469534053,66.00727815620043,,,,1,-0.5028657757460024,-0.9332725876618253,1.2264676192507216,-0.030977458633898725,,-0.3003245651146266,-0.3003245651146266,1
01-11-2009,30-11-2009,30,561.63,195.4,151.4,346.8,366.23,187.4257932446264,30.080000000000098,334.78888888888895,61.748838203087445,,,,1,0.2673418251979652,-0.8896600814572783,0.9635603594316725,-0.08182221950540029,,0.02130389712851058,0.024499481697787165,1
10-12-2009,09-01-2010,31,713.198387096774,195.0,151.4,346.4,518.198387096774,265.7427626137303,151.968387096774,406.8594623655913,48.569935976733625,,,,0,5,-0.5957445890167724,5,-0.558467853458763,,3.1366170518574146,3.1366170518574146,1
10-01-2010,09-02-2010,31,528.7338709677418,200.3,156.5,356.8,328.4338709677418,163.97097901534787,-189.7645161290322,404.2874193548386,67.48196391257265,,,,0,-0.8949840181425374,-1.070901948432366,-5,0.028138695767891953,,-1.7745678853005429,-1.7745678853005429,1
10-02-2010,09-03-2010,28,476.2196428571429,203.5,159.1,362.6,272.7196428571429,134.01456651456652,-55.714228110598924,373.1173003072195,76.14133634314898,,,,0,-2.7395725930450876,-1.2072879997587063,-1.6311579844024915,0.3586002131616429,,-2.0076389017522036,-2.0076389017522036,1
10-03-2010,09-04-2010,31,510.71935483870965,197.1,167.7,364.79999999999995,313.6193548387097,159.116872064287,40.89971198156678,304.92428955453147,71.42866166002412,,3.07,,0,-1.2169506104507453,-0.9860904084791351,1.2292809708151526,0.1477762772854089,,-0.6508278469410195,-0.6508278469410195,1
10-04-2010,09-05-2010,30,500.5516666666666,185.6,183.1,368.7,314.9516666666666,169.6937859195402,1.3323118279569144,300.4302214541731,73.6587298680456,,3.1721052631578956,2.95,0,-1.0170741901947353,-0.8407289175180299,0.022248149517729177,0.23288079609697512,,-0.7504867464508996,-0.7504867464508996,1
10-05-2010,09-06-2010,31,504.333870967742,205.3,170.4,375.70000000000005,299.03387096774196,145.65702433889038,-15.917795698924635,309.2016308243728,74.49430260931858,,2.5390909090909095,2.35,0,-1.4543640485902678,-0.9875436179113772,-0.5440863555450004,0.2647681687891263,,-1.116857306565144,-1.116857306565144,1
10-06-2010,09-07-2010,30,572.0433333333334,206.8,175.5,382.3,365.2433333333334,176.61669890393296,66.20946236559143,326.40962365591395,66.83060141131499,2.41,2.448095238095238,2.41,0,0.5205092130635224,-0.6922053012120969,2.0832865613678138,-0.012428743668475703,,0.42923074947059947,0.42923074947059947,1
10-07-2010,09-08-2010,31,494.29999999999995,207.8,180.8,388.6,286.49999999999994,137.8729547641963,-78.74333333333345,316.92573476702506,78.61622496459641,,2.6209523809523807,2.33,0,-1.5745332804739884,-0.9749434924430377,-2.251884127583178,0.43733768849197807,,-1.5103400504815199,-1.5103400504815199,1
10-08-2010,09-09-2010,31,491.04516129032237,217.3,179.3,396.6,273.74516129032236,125.97568398082022,-12.754838709677585,308.4961648745519,80.766501997057,2.59,2.4969565217391305,2.59,0,-1.6585456774942517,-0.9125424388042949,-0.42614429001865506,0.6123429628606605,,-1.1636463215153767,-1.1636463215153767,1
10-09-2010,09-10-2010,30,502.83,219.8,182.2,402.0,283.03,128.76706096451318,9.284838709677615,281.09172043010744,79.94749716604022,2.57,2.562380952380953,2.57,0,-1.4226321917758198,-0.9762916217511765,0.27426140872889415,0.6948045302208845,,-0.9346220618566708,-0.9346220618566708,1
10-10-2010,09-11-2010,31,511.6387096774194,225.7,186.2,411.9,285.9387096774194,126.68972515614507,2.908709677419438,280.9046236559139,80.50602743871681,,2.7605,2.43,0,-1.3626968174652674,-1.0109777466881567,0.08652157493184928,0.7251432727692892,,-0.9557306884170662,-0.9557306884170662,1
10-11-2010,09-12-2010,30,523.14,227.5,185.7,413.2,295.64,129.95164835164834,9.701290322580576,288.20290322580644,78.98459303436938,2.7,2.9795652173913045,2.7,0,-1.1288383259423214,-0.9510585628749898,0.3033375140102844,0.642500649878713,,-0.7832024968503788,-0.7832024968503788,1
10-12-2010,09-01-2011,31,755.3887096774195,233.1,188.4,421.5,522.2887096774194,224.06208051369347,226.64870967741945,367.95580645161294,55.79908656299576,2.7,2.7212500000000004,2.7,0,4.866937559912742,1.1206332560763346,5,-0.6916028012111145,,3.64603071475267,3.64603071475267,1
10-01-2011,09-02-2011,31,561.3758064516129,246.0,192.0,438.0,315.3758064516129,128.201547338054,-206.91290322580653,377.7681720430108,78.02260000632087,,2.6154545454545466,0.42,0,-0.533248843059315,-1.0069771129619312,-5,0.4949590924573243,,-1.584350588325023,-1.584350588325023,1
10-02-2011,09-03-2011,28,525.2107142857143,250.6,195.2,445.79999999999995,274.61071428571427,109.58129061680538,-40.765092165898636,370.75841013824885,84.88021814373822,2.72,2.886111111111111,2.72,0,-1.5529042816514342,-1.4615680750036444,-1.7160256483148166,0.9938639020958057,,-1.5551135981703967,-1.5551135981703967,1
10-03-2011,09-04-2011,31,552.2822580645161,304.0,244.1,548.1,248.2822580645161,81.67179541595925,-26.328456221198167,279.42292626728107,99.24273177284874,3.1,3.0009090909090914,3.1,0,-1.9833747057875546,-2.1216675216815823,-1.0086773820693655,1.8920625477821782,,-1.8344867487366279,-1.8344867487366279,1
10-04-2011,09-05-2011,30,604.558333333333,362.5,280.8,643.3,242.05833333333305,66.77471264367809,-6.223924731183047,254.98376856118782,106.40825947316917,,3.372105263157895,2.52,0,-2.105826970386605,-2.0544342799339668,-0.29585760869432864,2.340178207913641,,-1.7267193321274212,-1.7267193321274212,1
10-05-2011,09-06-2011,31,640.7225806451613,418.1,335.4,753.5,222.6225806451613,53.24625224710865,-19.43575268817176,237.6543906810035,117.60159900112774,3.36,3.6395652173913042,3.36,0,-2.284677604767368,-1.972435427475364,-0.7123188462036374,3.0401839774011346,,-1.8662292080163847,-1.8662292080163847,1
10-06-2011,09-07-2011,30,655.4883333333333,430.4,331.3,761.7,225.08833333333337,52.297475216852554,2.465752688172074,229.9230824372759,116.20344120032648,3.62,3.6545,3.62,0,-2.223948517102425,-1.813364471327135,0.06421385273993913,2.952746396796151,,-1.6295915558907808,-1.6295915558907808,1
10-07-2011,09-08-2011,31,663.7258064516128,437.4,341.6,779.0,226.32580645161283,51.74343997522013,1.2374731182794676,224.67890681003584,117.36774318971595,,3.8799999999999994,3.5,0,-2.148612834807499,-1.8221888217266387,-0.001943387736544052,3.0255591715683856,,-1.6105797490373817,-1.6105797490373817,1
10-08-2011,09-09-2011,31,670.7870967741934,446.7,342.6,789.3,224.0870967741934,50.16500935173347,-2.238709677419422,225.16707885304655,117.66773746777982,3.67,3.8139130434782613,3.67,0,-2.1760427617735387,-1.847329144681391,-0.11996700872051397,3.044320125342137,,-1.6553659766712485,-1.6553659766712485,1
10-09-2011,09-10-2011,30,704.5666666666665,455.0,347.0,802.0,249.5666666666665,54.84981684981681,25.47956989247308,233.3265232974909,113.82883095992811,,4.5745000000000005,3.61,0,-1.3333817419215144,-1.5832305280669132,1.0961312915676484,2.5805088828714897,,-0.9306787810100997,-0.9306787810100997,1
10-10-2011,09-11-2011,31,699.9,469.2,356.6,825.8,230.7,49.168797953964194,-18.866666666666504,234.78458781361996,117.98828404057721,4.46,4.979545454545455,4.46,0,-1.457891259441993,-1.487799141480521,-0.960424510791749,2.497724389297616,,-1.368357234430774,-1.368357234430774,1
10-11-2011,09-12-2011,30,719.6633333333335,486.2,369.6,855.8,233.46333333333354,48.01796242972718,2.7633333333335486,237.91,118.91671568650153,5.09,5.047727272727273,5.09,0,-1.3709627948854037,-1.4094358130465356,0.10633584345337174,2.2730119078928968,,-1.0883145822653058,-1.0883145822653058,1
10-12-2011,09-01-2012,31,953.2241935483873,501.7,378.4,880.0999999999999,451.52419354838736,89.99884264468554,218.06086021505382,305.2291756272403,92.32875182529916,,5.477142857142857,4.6,0,3.0879035830933956,-0.9255578733870172,5,0.9313489311723712,,2.133840201466739,2.133840201466739,1
10-01-2012,09-02-2012,31,773.6048387096772,518.1,390.1,908.2,255.5048387096772,49.31573802541539,-196.01935483871017,313.4974551971327,117.39843839586356,4.52,4.627391304347826,4.52,0,-0.9203306711834929,-1.638293102721521,-5,2.20212243101982,,-1.9753460266489578,-1.9753460266489578,1
10-02-2012,09-03-2012,29,724.7196428571432,526.7,393.9,920.6,198.01964285714314,37.59628685345417,-57.48519585253405,301.6828917050692,127.02843217697479,4.23,4.444999999999999,4.23,0,-2.117964001195758,-1.7396162986243262,-3.0160027474503437,2.598237475704567,,-2.1715819654903883,-2.1715819654903883,1
10-03-2012,09-04-2012,31,710.1661290322579,512.9,385.2,898.0999999999999,197.26612903225794,38.460933716564234,-0.7535138248852036,216.9302035330261,126.46336727208309,,5.08318181818182,4.49,0,-2.0596856064260525,-1.5980449414045406,-0.018943745968605055,2.5424384471523767,,-1.4978108928823994,-1.4978108928823994,1
10-04-2012,09-05-2012,30,692.8683333333336,508.1,382.7,890.8,184.76833333333354,36.364560781998335,-12.497795698924392,193.3513684075782,128.56699565333477,4.63,5.437368421052632,4.63,0,-2.3263991634429457,-1.5949795040095565,-0.6280601230875779,2.6191438593472576,,-1.7431686087805538,-1.7431686087805538,1
10-05-2012,09-06-2012,31,688.5338709677418,517.3,387.7,905.0,171.23387096774184,33.101463554560574,-13.534462365591708,184.42277777777778,131.43870449365298,5.96,5.62875,5.96,0,-2.6061104765698637,-1.6046364112800038,-0.6442751585518139,2.7317484163648835,,-1.8802525492247304,-1.8802525492247304,1
10-06-2012,09-07-2012,30,707.6216666666666,526.4,392.8,919.2,181.22166666666658,34.426608409321155,9.987795698924742,179.074623655914,129.89992298144256,,5.667894736842105,5.15,0,-2.377004928964918,-1.5540397733425622,0.5530078922460614,2.6267895970682758,,-1.516954967900478,-1.516954967900478,1
10-07-2012,09-08-2012,31,720.2790322580646,543.1,403.2,946.3,177.17903225806458,32.623647994488046,-4.042634408601998,176.54485663082434,131.37964005884814,5.29,5.4973913043478255,5.29,0,-2.291065408048584,-1.3986535233197461,-0.20115214533031206,2.3186720782252315,,-1.5759095978902267,-1.5759095978902267,1
10-08-2012,09-09-2012,31,712.5387096774191,540.6,407.1,947.7,171.93870967741907,31.80516272242306,-5.240322580645511,176.7798028673834,133.00330033003306,5.52,5.148571428571429,5.52,0,-2.2650900615137575,-1.3449627033432086,-0.2355424445314539,1.8568537716765017,,-1.552778127846504,-1.552778127846504,1
10-09-2012,09-10-2012,30,729.2166666666668,549.2,411.5,960.7,180.01666666666677,32.77798009225542,8.077956989247696,176.3781362007168,131.74410897538453,5.6,5.707727272727274,5.6,0,-1.848319896216839,-1.110524788737833,0.6022896834394438,1.6341366978030993,,-1.1125122094950735,-1.1125122094950735,1
10-10-2012,09-11-2012,31,738.0693548387098,554.3,413.9,968.1999999999999,183.7693548387099,33.15341057887604,3.752688172043122,178.57491039426523,131.18008404665176,6.17,6.05,6.17,0,-1.3615190480725299,-0.9948238742169725,0.39673416985564985,1.1713817673817155,,-0.8877589115929935,-0.8877589115929935,1
10-11-2012,09-12-2012,30,744.7016666666666,563.3,419.5,982.8,181.40166666666664,32.203384815669565,-2.3676881720432448,181.7292293906811,131.9723110596861,,6.172499999999999,5.59,0,-1.3368967315177631,-1.007399325733695,-0.005308743604730028,1.0177388712188438,,-0.9608564978090619,-0.9608564978090619,1
10-12-2012,09-01-2013,31,1054.9790322580645,569.5,425.6,995.1,485.47903225806454,85.24653770993231,304.0773655913979,283.550017921147,94.32414953974013,6.29,6.161249999999999,6.29,0,4.683589120405365,0.8691928858815785,5,-0.7418473693855421,,3.476677350227871,3.476677350227871,1
10-01-2013,09-02-2013,31,841.8306451612904,593.1,441.0,1034.1,248.73064516129034,41.93738748293548,-236.7483870967742,305.2037813620072,122.83943402914154,4.98,5.297727272727273,4.98,0,0.004593172058549985,-0.5597835359800155,-5,0.47198613598152855,,-1.1842629061300023,-1.1842629061300023,1
10-02-2013,09-03-2013,28,789.8696428571432,601.0,446.7,1047.7,188.86964285714316,31.42589731400053,-59.86100230414718,307.6931067588327,132.64214031700524,,5.906315789473683,4.81,0,-1.1446261550537755,-1.0485117517261935,-4.7381483476601876,1.0520102286610735,1.3670246295256314,-1.0317131869679899,-1.0317131869679899,1
10-03-2013,09-04-2013,31,798.2435483870968,605.5,449.5,1055.0,192.74354838709678,31.832130204309955,3.8739055299536176,210.11461213517677,132.16517717326954,,5.885454545454547,6.45,0,-0.9289859357603787,-1.0296520602120731,0.5236492458525823,1.021206537298115,1.1677702087303874,-0.21206815350866662,-0.21206815350866662,1
10-04-2013,09-05-2013,30,841.4666666666669,640.1,473.6,1113.7,201.3666666666669,31.458626256314155,8.623118279570122,194.32661930363562,132.35224211693864,5.94,6.225,5.94,0,-0.6785943954140704,-1.0515023555441652,0.9262523899266597,1.034407683281683,1.3906825172670083,-0.013775139475214832,-0.013775139475214832,1
10-05-2013,09-06-2013,31,858.698387096774,666.0,487.0,1153.0,192.698387096774,28.933691756272374,-8.668279569892889,195.60286738351257,134.27299006560946,,6.266000000000001,6.1,0,-0.8094762737722595,-1.200834149659735,-0.5578681506647707,1.169773470272113,1.2989798076646382,-0.3424605039187806,-0.3424605039187806,1
10-06-2013,09-07-2013,30,890.6966666666668,676.5,497.7,1174.2,214.19666666666683,31.662478442966275,21.498279569892816,202.75390681003591,131.8293919740727,6.03,6.11142857142857,6.03,0,-0.295987940105206,-1.0206263665630555,2.0860830413793234,1.003054824446745,0.9839366779187514,0.20014425500900038,0.20014425500900038,1
