date,demand_amount,offered_amount,placed_amount,weighted_yield,cover_ratio,yield_spread,Flag_Nedospros,Flag_Perespros,MAD_score_cover,MAD_score_yield_spread
21-12-2016,73778.473,45000.0,37659.738,9.87129340305023,1.6395216222222222,0.1079601402354271,0,0,-1.2472384164809516,0.00957192512325434
28-12-2016,55791.14,25000.0,18004.092,9.26916415223828,2.2316456,-0.6021292508119487,0,1,-0.27430471736058487,-1.0894968049096985
11-01-2017,101155.45999999999,40000.0,39999.997,8.978749953406247,2.5288864999999996,-0.2904141988320337,0,1,0.24054706223876768,-0.5935778566998035
18-01-2017,69055.225,43406.285,43406.285,8.111950873012976,1.5909038287888493,-0.866799080393271,0,0,-1.374021466868754,-1.4418163625645484
25-01-2017,65327.323,40000.0,35842.7,9.533359975113484,1.6331830749999998,1.4214091021005082,0,0,-1.1912484088244972,2.075838109249488
01-02-2017,111449.967,30000.0,29999.992,9.259999999999998,3.7149989000000003,-0.2733599751134861,0,1,2.1157492538305975,-0.4380721304382069
08-02-2017,56612.595,40000.0,30358.217,8.318938029529205,1.415314875,-0.941061970470793,0,0,-1.4984606001381648,-1.3570434370518187
15-02-2017,93396.562,40000.0,39999.996,9.088749861874987,2.33491405,0.7698118323457823,0,1,0.0,1.2991871067029699
22-02-2017,54302.384,30000.0,23717.599000000002,8.448918608076642,1.8100794666666666,-0.639831253798345,0,0,-0.8867306660599579,-0.8639437936239969
01-03-2017,78584.769,35000.0,34999.998,8.50428571367347,2.2452791142857143,0.05536710559682767,0,1,-0.12262245166996283,0.13875354723133684
15-03-2017,156413.903,45000.0,44999.990999999995,8.249999996000001,3.475864511111111,-0.2542857176734685,0,1,1.9844252022365554,-0.2361359844601257
22-03-2017,58285.657,40000.0,31100.762,8.216919166160624,1.4571414249999999,-0.03308082983937766,0,0,-1.4492753898713164,0.06981773427878561
29-03-2017,100000.63,45000.0,44999.988,9.06888890303704,2.2222362222222225,0.8519697368764163,0,1,-0.11378979410263197,1.4872197123786772
05-04-2017,120038.411,42898.085,42898.084,8.01405344537066,2.798223067533201,-1.05483545766638,0,1,0.8615862358410472,-1.7252914374384967
12-04-2017,48451.003,40000.0,32223.108,8.913486875009077,1.2112750749999999,0.8994334296384174,0,0,-1.8410677429339208,1.5455160864120023
19-04-2017,136065.954,39516.917,39516.907,8.353471923042965,3.4432330335891335,-0.560014951966112,0,1,1.9092970442817176,-0.8561703133584753
26-04-2017,101078.36600000001,45000.0,44999.992,7.944444423012341,2.246185911111111,-0.40902750003062405,0,1,-0.07287054650067262,-0.49304277853568224
03-05-2017,97628.45000000001,45000.0,44999.993,7.703333333185185,2.1695211111111115,-0.24111108982715646,0,1,-0.1592087871885646,-0.18099538150781205
17-05-2017,58157.808000000005,50000.0,45765.333,7.866566224701129,1.16315616,0.16323289151594444,1,0,-1.8631561269653207,0.45709594895365857
24-05-2017,46169.11,45000.0,28966.042,8.140248525497546,1.0259802222222223,0.2736823007964162,1,0,-2.063684428000524,0.6146159319667546
31-05-2017,56055.741,40000.0,32262.296000000002,8.855344480752393,1.401393525,0.7150959552548475,0,0,-1.4096519977604427,1.2600414841970577
07-06-2017,82168.571,35000.0,34999.994999999995,7.91428570632653,2.3476734571428572,-0.9410587744258629,0,1,0.1716417734229825,-1.5355974827388112
14-06-2017,65307.442,40000.0,39999.998,7.803749999687501,1.63268605,-0.11053570663902956,0,0,-1.0235014413090981,0.0
21-06-2017,74377.18,30000.0,29999.995,8.914999914499985,2.479239333333333,1.1112499148124844,0,1,0.3941538076012247,2.088985123086286
28-06-2017,57030.56,35000.0,30719.95,8.335779630500701,1.6294445714285715,-0.5792202839992839,0,0,-1.028913197500018,-0.7801859299279144
05-07-2017,52626.898,35000.0,33320.0,8.03201680672269,1.5036256571428572,-0.3037628237780119,0,0,-1.2243405436331296,-0.32858311687149055
12-07-2017,59984.471000000005,30000.0,29999.995,8.656666593777766,1.9994823666666668,0.6246497870550769,0,0,-0.3989850355220853,1.2238110784395748
19-07-2017,78064.435,38778.856,38778.854,8.024812787402123,2.0130669919710886,-0.6318538063756431,0,1,-0.3685902410408759,-0.8887041914059405
26-07-2017,69195.98700000001,30000.0,29999.995,8.919999973333328,2.3065329,0.8951871859312046,0,1,0.11487376525502545,1.674155472768156
02-08-2017,72591.68299999999,35000.0,34999.998999999996,8.015714287306125,2.0740480857142853,-0.9042856860272028,0,1,-0.26615627841516043,-1.318288019526127
09-08-2017,70758.651,40000.0,39999.993,7.998749998281249,1.768966275,-0.01696428902487579,0,0,-0.790496357736392,0.15576169345520827
16-08-2017,100059.188,40000.0,39999.998999999996,7.850000001750002,2.5014797,-0.14874999653124732,0,1,0.47625279059334996,-0.06394325790114015
23-08-2017,91036.253,40000.0,39999.997,7.9924999986874985,2.275906325,0.14249999693749693,0,1,0.06579890670747238,0.4445097247359405
30-08-2017,96515.881,35566.265,35566.265,8.621189025611772,2.713691780680372,0.6286890269242731,0,1,0.8187895555869124,1.2434272577324608
06-09-2017,118728.10599999999,40000.0,39999.994999999995,7.674999995874999,2.96820265,-0.9461890297367725,0,1,1.2548784136370021,-1.3910527388172016
13-09-2017,103335.906,40000.0,39999.997,7.625000000875,2.58339765,-0.04999999499999941,0,1,0.5885163030501566,0.053570003431532835
20-09-2017,110874.365,40000.0,40000.0,8.3475,2.771859125,0.7224999991250005,0,1,0.9288866310623879,1.3276530616833502
27-09-2017,50985.22900000001,40000.0,25021.946,7.773943864318147,1.2746307250000002,-0.5735561356818533,0,0,-1.6955995310937777,-0.8730534224288438
04-10-2017,116628.34999999999,28945.595,28945.59,7.8041949668326,4.029226208685639,0.030251102514452732,0,1,3.0819732925668477,0.1391189490209156
11-10-2017,116446.01299999999,30000.0,29999.998,7.529999999333333,3.8815337666666663,-0.274194967499267,0,1,2.819072469249244,-0.3476193964640296
18-10-2017,131935.712,30000.0,29999.994,7.536666690000004,4.397857066666667,0.006666690666671471,0,1,3.655798184075244,0.10263300680080444
25-10-2017,75501.33600000001,30000.0,29999.999,8.203333356777778,2.5167112000000005,0.6666666667777736,0,1,0.42881803465294316,1.2360704794445674
01-11-2017,45733.998999999996,25000.0,24999.996,7.5699999976,1.82935996,-0.6333333591777777,0,0,-0.7844310130114354,-1.0112350742447231
08-11-2017,37730.433000000005,25000.0,22595.0,7.756386368665633,1.50921732,0.18638637106563305,0,0,-1.3141801796409975,0.3978124150639938
15-11-2017,36457.53,20000.0,14137.463,8.20873251728404,1.8228765,0.4523461486184077,0,0,-0.7502966926050568,0.8530503917893899
22-11-2017,93655.77100000001,24363.297,24363.292,7.629477328022829,3.844133698324985,-0.5792551892612119,0,1,2.7539108708633564,-0.9768048087427496
29-11-2017,62101.703,26192.468,26192.462,7.543450476705854,2.370975617876101,-0.08602685131697463,0,1,0.1804048389698969,-0.06564212697525887
06-12-2017,61281.365999999995,25000.0,24999.995,7.587999983199997,2.4512546399999997,0.04454950649414258,0,1,0.31703629955869866,0.15970783385010748
13-12-2017,85224.692,40000.0,39999.994,7.494999993249999,2.1306173,-0.09299998994999825,0,1,-0.25246389924305246,-0.07958956059118658
20-12-2017,132007.807,45000.0,44999.993,7.545555546864195,2.9335068222222223,0.05055555361419639,0,1,1.1889662482772863,0.17127845329916622
27-12-2017,47692.209,35000.0,32364.584,7.0043684541102085,1.362634542857143,-0.5411870927539866,0,0,-1.6158571524554761,-0.9092710683421023
10-01-2018,90311.912,40000.0,38013.975,7.22902865564572,2.2577978,0.22466020153551192,0,1,-0.010166002239722829,0.49771283576161585
17-01-2018,98158.68299999999,40000.0,39999.998,7.4012499840625,2.4539670749999996,0.1722213284167795,0,1,0.3344642568404351,0.38596561077874075
24-01-2018,136197.549,40000.0,39999.998999999996,7.15125000403125,3.404938725,-0.2499999800312498,0,1,2.0413327278216316,-0.3919046683422051
31-01-2018,108328.215,30000.0,29999.998,7.319999999999999,3.6109405,0.1687499959687493,0,1,2.3679751183349778,0.383028574793234
07-02-2018,134901.6,35000.0,34999.998,6.980000011428572,3.8543314285714287,-0.3399999885714271,0,1,2.7358981331630097,-0.5612508810723715
14-02-2018,134048.77300000002,44259.167,44259.165,7.205689962745569,3.028723360292796,0.22568995131699676,0,1,1.2742140826740849,0.4944482271531159
21-02-2018,117088.387,45913.618,45913.613,6.8826917454742675,2.550188639022087,-0.3229982172713015,0,1,0.422896483041835,-0.5360010101454954
28-02-2018,140339.49300000002,50000.0,49999.986,7.1099999999999985,2.8067898600000003,0.227308254525731,0,1,0.871253889282547,0.49760986314884115
07-03-2018,86476.7,40000.0,39999.992,6.8599999729999945,2.1619175,-0.250000027000004,0,1,-0.2776994422093434,-0.40744490271476985
14-03-2018,83016.268,40000.0,39999.990000000005,7.104999933749983,2.0754067,0.24499996074998887,0,1,-0.43274656826887714,0.5418163772195081
21-03-2018,90159.686,30000.0,29999.996,6.929999993666666,3.005322866666667,-0.17499994008331754,0,1,1.2606179996534463,-0.26505109570640817
28-03-2018,75379.068,30000.0,29999.996,6.976666652888886,2.5126356,0.04666665922222002,0,1,0.3422457784951448,0.15614454017784915
04-04-2018,138008.07129768,20036.2,20036.19699457,2.97,6.8879364,-4.006666652888885,0,1,8.41481709222622,-7.874754789327822
18-04-2018,39739.712,20000.0,13188.409,7.344615903252621,1.9869856,4.3746159032526215,0,0,-0.6142018632079362,8.588015988967376
25-04-2018,98901.6642359,30061.15,30061.492975399997,5.000755298179654,3.2900159919331093,-2.343860605072967,0,1,1.7652028757990135,-4.500001733201159
16-05-2018,32784.555,30000.0,21447.525,7.10926601927262,1.0928185,2.1085107210929657,1,0,-2.225296539959886,4.092633457268516
23-05-2018,77141.37756969,30092.55,30092.50070384,5.008467866044283,2.563470944459343,-2.100798153228337,0,1,0.4224148959081262,-3.9215975190500774
30-05-2018,59564.311,30000.0,29999.995,7.274999970499995,1.9854770333333334,2.2665321044557123,0,0,-0.6169467790848222,4.394002805956181
06-06-2018,44982.826,30000.0,26587.9,7.292033427235697,1.4994275333333333,0.017033456735701336,0,0,-1.4860387664067087,0.08087048053829905
13-06-2018,31158.573758849998,20079.1,18966.85097627,4.883409176704752,1.551791353140828,-2.408624250530945,0,0,-1.371266710310372,-4.539087557093229
20-06-2018,24760.039,10000.0,7220.039,7.32,2.4760039000000003,2.4365908232952487,0,1,0.2951740614078693,4.710517085223953
27-06-2018,62990.855,20000.0,19999.996,7.8149999999999995,3.14954275,0.4949999999999992,0,1,1.4904892122424265,0.9717547110561673
04-07-2018,85202.359,30000.0,29999.997,7.639999992666666,2.8400786333333334,-0.17500000733333376,0,1,0.9336364382706512,-0.2880528687798022
11-07-2018,111267.416,40000.0,39999.992,7.7,2.7816853999999998,0.06000000733333444,0,1,0.8263231166667039,0.1463528315321404
18-07-2018,90316.322,40000.0,39999.994999999995,7.600000005250002,2.25790805,-0.09999999474999832,0,1,-0.14330543592396636,-0.1443526215418407
25-07-2018,83252.90874,35189.15,35189.14898739,5.674227302668496,2.3658687049843485,-1.9257727025815061,0,1,0.046272218154724695,-3.6164753100889397
01-08-2018,73099.573,35000.0,27930.67,7.701669739752036,2.0885592285714285,2.0274424370835407,0,1,-0.4693951756454785,3.9420488786148127
08-08-2018,34545.894,25000.0,13108.342,7.943416425967524,1.38183576,0.241746686215488,0,0,-1.7732311017053752,0.491956472890298
15-08-2018,20140.019,10000.0,5849.428,8.15,2.0140019000000002,0.20658357403247596,0,1,-0.5707619452876272,0.3943845553083639
29-08-2018,24955.007,15000.0,13218.986,8.25,1.6636671333333335,0.09999999999999964,0,0,-1.2075007478144755,0.17036171357725963
05-09-2018,36881.36,15000.0,0.0,,2.4587573333333332,,0,1,0.27492814795702925,
03-10-2018,19847.25,20000.0,7380.39,8.290000000000001,0.9923625,0.040000000000000924,1,0,-2.460972669990583,0.05428267732467137
10-10-2018,21538.219,5000.0,5000.0,8.28,4.3076438,-0.010000000000001563,0,1,3.6563804020462274,-0.033863635402413245
17-10-2018,31116.888,10000.0,10000.0,8.41,3.1116888,0.13000000000000078,0,1,1.432254378123575,0.2435736214243986
24-10-2018,35098.307,20000.0,14186.287,8.531969781804074,1.75491535,0.12196978180407392,0,0,-1.0200453306344328,0.2195474276331234
31-10-2018,37272.983,20000.0,17161.442,8.40654030005171,1.86364915,-0.12542948175236468,0,0,-0.8227841694213395,-0.28553161846818254
07-11-2018,21697.733,20000.0,11237.440999999999,8.683046094747016,1.08488665,0.2765057946953071,1,0,-2.2596824541264464,0.5482910258021866
14-11-2018,29715.867,10000.0,9999.998,8.144999942999988,2.9715867,-0.5380461517470287,0,1,1.2023741549627767,-1.1437446655696606
21-11-2018,51081.331999999995,20000.0,19999.997,8.484999993249998,2.5540665999999996,0.34000005025001023,0,1,0.4375554330649005,0.6824607441790798
28-11-2018,28771.616,10000.0,9999.997,8.34500003550001,2.8771616,-0.1399999577499873,0,1,1.0010647017627645,-0.31742208854151843
05-12-2018,27250.862,25000.0,19789.324,8.774994495011553,1.0900344800000001,0.42999445951154236,1,0,-2.1934009058343933,0.8727626501684326
12-12-2018,54639.064,21179.013,13584.552,8.1424828143026,2.579868287535401,-0.6325116807089533,0,1,0.4625207444219827,-1.34695167268971
19-12-2018,26283.01026936,25130.6,3420.6726711600004,4.956135940250045,1.0458568545661464,-3.186346874052555,1,0,-2.27255816834341,-6.602522363089847
26-12-2018,19937.489,7292.841,7292.841,8.3,2.7338439162460832,3.343864059749956,0,1,0.7414461051455272,6.930349847447114
16-01-2019,83381.86260347,35142.45,35142.448,7.521390332853306,2.372682115318369,-0.7786096671466947,0,1,0.05863913473009819,-1.6080745318918033
23-01-2019,24137.915,30000.0,17504.031,8.22392453429727,0.8045971666666667,0.7025342014439637,1,0,-2.773331654155393,1.4249847337411614
30-01-2019,86580.318,25000.0,24999.999,8.269999996400001,3.46321272,0.04607546210273128,0,1,1.900220033687262,0.08148956759329062
06-02-2019,70563.91100000001,35000.0,34999.998,8.192857148734694,2.016111742857143,-0.0771428476653071,0,1,-0.5666594987020881,-0.17332777678949474
13-02-2019,84885.712,302534.075,41985.441999999995,8.134067646590456,0.2805823178760938,-0.05878950214423817,1,0,-3.6688866184847426,-0.10409292842476102
20-02-2019,85272.89352294,429033.909,32886.20843086,7.493471042898356,0.198755603541211,-0.6405966036920994,1,0,-3.779635041740847,-1.3453846472744324
27-02-2019,75714.747,260548.633,57599.236,8.315912250988886,0.2905973680545083,0.8224412080905292,1,0,-3.5633799597401046,1.7308770785693157
06-03-2019,70370.971,528635.771,46408.234,8.447502549224348,0.13311806514130126,0.1315902982354622,1,0,-3.5930910421009554,0.27988011735089996
13-03-2019,145040.008,254644.457,91434.169,8.291540043744478,0.5695785005836589,-0.15596250547987012,1,0,-2.840662566130659,-0.3114125778676251
20-03-2019,103679.94922400001,487431.537,73507.080224,8.207548236662774,0.21270669079419868,-0.08399180708170384,1,0,-3.4107191492848528,-0.16003552166013682
27-03-2019,85356.86499999999,522689.885,57328.633,8.21786439352217,0.1633030740589135,0.01031615685939613,1,0,-3.492747102210179,0.008073248563602066
03-04-2019,145882.492,270450.13,83050.74799999999,8.232627377299481,0.5394062557854936,0.014762983777311334,1,0,-2.896794378905817,0.010060011765761698
10-04-2019,192211.635,465361.252,137137.18099999998,8.262863656501732,0.41303747180051,0.030236279202251026,1,0,-3.1098148872956357,0.04746521851849427
17-04-2019,184895.9455,367476.944,124624.25899999999,8.318762940769021,0.5031497853644935,0.05589928426728896,1,0,-2.912807156792142,0.09706754177288433
24-04-2019,131168.107,778224.048,58988.04,8.151059422723657,0.16854800020263572,-0.16770351804536432,1,0,-3.4603679679873767,-0.43943321372742794
08-05-2019,185810.843,246731.652,99307.614,8.094105270014845,0.7530887970547046,-0.05695415270881199,1,0,-2.461478211319932,-0.1768799677713349
15-05-2019,239115.59800932,419993.232,134745.47931916,8.085635673529461,0.5693320267820887,-0.00846959648538359,1,0,-2.7737452612996383,-0.05362514285967826
22-05-2019,241486.472,624492.98,96265.976,7.743178773152417,0.3866920521668635,-0.34245690037704435,1,0,-3.0793642579774527,-1.005893954011417
29-05-2019,108440.736,226540.954,45482.095,7.981161877217836,0.47868049500665566,0.23798310406541923,1,0,-2.9024587359480094,0.6629239314909474
05-06-2019,167212.99099999998,126097.52,67487.044,7.666671786069042,1.3260609011184357,-0.31449009114879445,0,0,-1.4956393400878458,-0.9634702695730983
19-06-2019,85744.78196652,25306.95,22847.41667192,7.169026487216817,3.388191068719067,-0.4976452988522251,0,1,1.9090716586964749,-1.502563148663718
26-06-2019,46568.182,20000.0,18387.714,7.46,2.3284091,0.2909735127831832,0,1,0.13515112490784736,0.8632377040719765
03-07-2019,26945.432,20000.0,14572.403,7.539999999999998,1.3472716,0.0799999999999983,0,0,-1.458196076692028,0.20614651135146272
10-07-2019,51994.493,20000.0,15648.155,7.28,2.59972465,-0.259999999999998,0,1,0.573236649047831,-0.8204835960260952
17-07-2019,45923.9774003,25321.5,15514.7839357,6.044878458387606,1.8136357403905772,-1.2351215416123944,0,0,-0.7013477821077861,-3.838953376700517
24-07-2019,35276.618,20000.0,19999.986,7.480000000000001,1.7638309,1.4351215416123955,0,0,-0.7817817624390669,4.46664689247761
31-07-2019,30025.586,20000.0,19788.391,7.19,1.5012793,-0.2900000000000009,0,0,-1.1940665039408964,-0.8992203689692807
07-08-2019,59111.938,20000.0,19999.993,7.130000000000001,2.9555969,-0.05999999999999961,0,1,1.1359695272341206,-0.1862867455775107
14-08-2019,47011.15,20000.0,19999.997,7.180000000000001,2.3505575,0.04999999999999982,0,1,0.16836554068200232,0.1651438142826934
21-08-2019,66299.02911554,25340.65,25340.64493187,6.507563973299816,2.616311306755746,-0.6724360267001845,0,1,0.6024868152874977,-2.1907220323420167
28-08-2019,151750.35,20000.0,19999.989,6.99,7.587517500000001,0.48243602670018415,0,1,8.543528172097377,1.5681319570709495
04-09-2019,61139.342,20000.0,19999.979,7.290000000000001,3.0569671,0.3000000000000007,0,1,1.294577422293901,0.9539167804202151
11-09-2019,37818.769,20000.0,14550.018,6.909999999999999,1.89093845,-0.38000000000000167,0,0,-0.557017753239938,-1.255786319265096
18-09-2019,48106.62966935,25348.65,23509.31786054,6.443179938714337,1.8977984890457675,-0.4668200612856621,0,0,-0.538555724976495,-1.511520296418604
25-09-2019,250723.998,450013.446,32418.663,6.9,0.5571477924239624,0.4568200612856632,1,0,-2.5646068096607855,1.5168832377982262
02-10-2019,45220.015,373548.489,21061.32,7.1000000000000005,0.12105527483474843,0.20000000000000018,1,0,-3.2109065083299964,0.681227565214799
09-10-2019,129063.57200000001,116850.38399999999,52411.145000000004,7.1099999999999985,1.1045198790275266,0.00999999999999801,1,0,-1.6356687488593569,0.01119126892302036
16-10-2019,66061.61129999999,245354.68899999998,34970.215,6.407141337278024,0.269249434641944,-0.7028586627219742,1,0,-2.8833983981707663,-2.318934865232787
23-10-2019,79630.345,30000.0,29999.999,6.49,2.6543448333333335,0.08285866272197584,0,1,0.7531378982138104,0.309279897966828
30-10-2019,93354.093,84439.22499999999,53335.261999999995,6.23,1.1055773309146313,-0.2599999999999998,1,0,-1.6118429922857862,-0.8826390323476441
06-11-2019,23611.658,210384.474,17711.402,6.67,0.11223099096181403,0.4399999999999995,1,0,-3.134881105168015,1.5737134165420892
13-11-2019,97304.32438745,362898.16702695,40248.95588505,3.37,0.26813120932689605,-3.3,1,0,-2.8904127743999495,-11.550226810383068
20-11-2019,61001.572,31103.955,31103.949,,1.9612159289710906,,0,0,-0.2735303305877865,
27-11-2019,17792.845,23543.083,12965.908,6.130000000000001,0.7557567970176209,2.7600000000000007,1,0,-1.9898577059946958,9.523737357404968
04-12-2019,89043.47304628,429413.17,43158.51316,4.093113929414152,0.20736083396389546,-2.036886070585849,1,0,-2.735744888922157,-7.1313596947696976
11-12-2019,55994.369,450000.0,25983.19,6.36,0.1244319311111111,2.2668860705858487,1,0,-2.8550125301077824,7.801291558759699
18-12-2019,90964.628,221283.552,56207.452999999994,6.378003395741842,0.4110772227662,0.018003395741841288,1,0,-2.418850431758399,0.06503353364203629
15-01-2020,86622.008,587207.122,59382.10399999999,6.334548804468094,0.14751525442159064,-0.043454591273747845,1,0,-2.6916979068620153,-0.146489082300977
22-01-2020,149175.11781465,399574.91059999994,85162.71296175,4.96824196974209,0.37333454593194876,-1.3663068347260037,1,0,-2.3164903788301614,-4.700404929910149
29-01-2020,243934.776,323413.435,58507.561,6.06,0.754250595681036,1.0917580302579095,1,0,-1.7280630867527738,3.7614777924481375
05-02-2020,190551.30800000002,574190.916,116193.397,6.219999999999999,0.3318605409633475,0.15999999999999925,1,0,-2.304905020199475,0.5281729167267132
12-02-2020,177897.18,527825.018,121943.01699999999,6.1821337256236655,0.3370381735107523,-0.037866274376333386,1,0,-2.239466299830797,-0.16348972499874473
19-02-2020,160721.13548702002,430709.8,51030.89871608,5.115151906183387,0.37315411789334724,-1.0669818194402785,1,0,-2.1195661051692496,-3.763705072440813
26-02-2020,13302.161,264230.205,9081.715,5.84,0.0503430748956199,0.7248480938166129,1,0,-2.4958308447917203,2.5355792953109866
08-04-2020,69716.0554368,480769.8,22022.273166400002,5.574416163957697,0.14500922361762325,-0.2655838360423033,1,0,-2.2787224093006184,-0.9693292918201822
