event_date,day_type,tax_name,event_type,event_text,source_release_date,source_file,source_url
16-04-2018,event,"Страховые взносы на обязательное социальное, пенсионное, медицинское страхование",payment_deadline,плательщики страховых взносов уплачивают взносы в ФНС за март 2018 г.,19-12-2017,data-20171219-structure-20140228.xml,https://data.nalog.ru/opendata/7707329152-kalendar/data-20171219-structure-20140228.xml
18-04-2018,event,Акцизы,reporting_deadline,"налогоплательщики , уплатившие авансовый платеж акциза по алкогольной и (или) спиртосодержащей продукции, представляют в налоговый орган документы , подтверждающие уплату авансового платежа за апрель 2018 г. В целях освобождения от уплаты авансового платежа акциза налогоплательщики представляют в налоговый орган банковскую гарантию и извещение об освобождении от уплаты авансового платежа акциза",19-12-2017,data-20171219-structure-20140228.xml,https://data.nalog.ru/opendata/7707329152-kalendar/data-20171219-structure-20140228.xml
20-04-2018,event,Водный налог,mixed,налогоплательщики представляют налоговую декларацию и уплачивают налог за I квартал 2018 г.,19-12-2017,data-20171219-structure-20140228.xml,https://data.nalog.ru/opendata/7707329152-kalendar/data-20171219-structure-20140228.xml
20-04-2018,event,"Декларирование производства, оборота, использования этилового спирта, алкогольной и спиртосодержащей продукции, использования производственных мощностей",reporting_deadline,"организации , осуществляющие производство, оборот и (или) использование этилового спирта, алкогольной и спиртосодержащей продукции и индивидуальные предприниматели , осуществляющие розничную продажу пива и пивных напитков, сидра, пуаре и медовухи, представляют декларации за I квартал 2018 г.",19-12-2017,data-20171219-structure-20140228.xml,https://data.nalog.ru/opendata/7707329152-kalendar/data-20171219-structure-20140228.xml
20-04-2018,event,Единый налог на вмененный доход для отдельных видов деятельности,reporting_deadline,налогоплательщики представляют налоговую декларацию за I квартал 2018 г.,19-12-2017,data-20171219-structure-20140228.xml,https://data.nalog.ru/opendata/7707329152-kalendar/data-20171219-structure-20140228.xml
20-04-2018,event,Косвенные налоги,mixed,"налогоплательщики уплачивают налоги по импортированным товарам, принятым на учет в марте 2018 г. (срок платежа, предусмотренный договором (контрактом) лизинга, наступил в марте) и представляют налоговую декларацию",19-12-2017,data-20171219-structure-20140228.xml,https://data.nalog.ru/opendata/7707329152-kalendar/data-20171219-structure-20140228.xml
20-04-2018,event,НДС,reporting_deadline,"лица , не являющиеся налогоплательщиками, налогоплательщики, освобожденные от исполнения обязанностей налогоплательщика, не признаваемые налоговыми агентами, в случае выставления и (или) получения ими счетов-фактур при осуществлении предпринимательской деятельности в интересах другого лица на основе договоров комиссии, агентских договоров, предусматривающих реализацию и (или) приобретение товаров (работ, услуг), имущественных прав от имени комиссионера (агента), или на основе договоров транспортной экспедиции, а также при выполнении функций застройщика представляют в налоговые органы по месту своего учета журнал учета полученных и выставленных счетов-фактур в отношении указанной деятельности в электронной форме за I квартал 2018 г.",19-12-2017,data-20171219-structure-20140228.xml,https://data.nalog.ru/opendata/7707329152-kalendar/data-20171219-structure-20140228.xml
20-04-2018,event,Налог на игорный бизнес,mixed,налогоплательщики представляют налоговую декларацию и уплачивают налог за март 2018 г.,19-12-2017,data-20171219-structure-20140228.xml,https://data.nalog.ru/opendata/7707329152-kalendar/data-20171219-structure-20140228.xml
20-04-2018,event,Плата за негативное воздействие на окружающую среду,payment_deadline,"лица , обязанные вносить плату, за исключением субъектов малого и среднего предпринимательства, вносят авансовый платеж за I квартал 2018 г.",19-12-2017,data-20171219-structure-20140228.xml,https://data.nalog.ru/opendata/7707329152-kalendar/data-20171219-structure-20140228.xml
20-04-2018,event,Сбор за пользование объектами водных биологических ресурсов,payment_deadline,налогоплательщики уплачивают регулярный взнос,19-12-2017,data-20171219-structure-20140228.xml,https://data.nalog.ru/opendata/7707329152-kalendar/data-20171219-structure-20140228.xml
20-04-2018,event,Сведения о среднесписочной численности работников,reporting_deadline,"организации, созданные (реорганизованные) в марте 2018 г., представляют сведения за март",19-12-2017,data-20171219-structure-20140228.xml,https://data.nalog.ru/opendata/7707329152-kalendar/data-20171219-structure-20140228.xml
20-04-2018,event,Страхование от несчастных случаев на производстве и профессиональных заболеваний,reporting_deadline,страхователи представляют расчет по начисленным и уплаченным страховым взносам за I квартал 2018 г. на бумажном носителе,19-12-2017,data-20171219-structure-20140228.xml,https://data.nalog.ru/opendata/7707329152-kalendar/data-20171219-structure-20140228.xml
20-04-2018,event,Упрощенное налоговое декларирование,reporting_deadline,"налогоплательщики по одному или нескольким налогам, не осуществляющие операции, в результате которых происходит движение денежных средств на их счетах в банках (в кассе организации), и не имеющие по этим налогам объектов налогообложения, представляют по данным налогам единую (упрощенную) налоговую декларацию за I квартал 2018 г.",19-12-2017,data-20171219-structure-20140228.xml,https://data.nalog.ru/opendata/7707329152-kalendar/data-20171219-structure-20140228.xml
25-04-2018,event,Акцизы,mixed,"налогоплательщики (кроме имеющих свидетельство о регистрации лица, совершающего операции с прямогонным бензином, о регистрации лица, совершающего операции с бензолом, параксилолом или ортоксилолом, о регистрации организации, совершающей операции со средними дистиллятами, о регистрации организации, совершающей операции с денатурированным этиловым спиртом, а также включенных в Реестр эксплуатантов гражданской авиации Российской Федерации и имеющих сертификат (свидетельство) эксплуатанта и включенных в реестр поставщиков бункерного топлива, реализующих бункерное топливо и средние дистилляты) уплачивают акцизы и представляют налоговую декларацию за март 2018 г.;",19-12-2017,data-20171219-structure-20140228.xml,https://data.nalog.ru/opendata/7707329152-kalendar/data-20171219-structure-20140228.xml
25-04-2018,event,Акцизы,mixed,"налогоплательщики, имеющие свидетельство о регистрации лица, совершающего операции с прямогонным бензином, о регистрации лица, совершающего операции с бензолом, параксилолом или ортоксилолом, о регистрации организации, совершающей операции со средними дистиллятами, о регистрации организации, совершающей операции с денатурированным этиловым спиртом, а также включенные в Реестр эксплуатантов гражданской авиации Российской Федерации и имеющие сертификат (свидетельство) эксплуатанта уплачивают акцизы и представляют налоговую декларацию за январь 2018 г.;",19-12-2017,data-20171219-structure-20140228.xml,https://data.nalog.ru/opendata/7707329152-kalendar/data-20171219-structure-20140228.xml
25-04-2018,event,Акцизы,mixed,"налогоплательщики, совершающие операции по реализации бункерного топлива и средних дистиллятов , включенные в реестр поставщиков бункерного топлива, уплачивают акцизы и представляют налоговую декларацию за октябрь 2017 г.",19-12-2017,data-20171219-structure-20140228.xml,https://data.nalog.ru/opendata/7707329152-kalendar/data-20171219-structure-20140228.xml
25-04-2018,event,Единый налог на вмененный доход для отдельных видов деятельности,payment_deadline,налогоплательщики уплачивают единый налог за I квартал 2018 г.,19-12-2017,data-20171219-structure-20140228.xml,https://data.nalog.ru/opendata/7707329152-kalendar/data-20171219-structure-20140228.xml
25-04-2018,event,НДС,mixed,"лица, указанные в п. 5 ст. 173 НК РФ, уплачивают налог и представляют налоговую декларацию за I квартал 2018 г.",19-12-2017,data-20171219-structure-20140228.xml,https://data.nalog.ru/opendata/7707329152-kalendar/data-20171219-structure-20140228.xml
25-04-2018,event,НДС,mixed,налогоплательщики ( налоговые агенты ) представляют налоговую декларацию и уплачивают 1/3 суммы налога за I квартал 2018 г.;,19-12-2017,data-20171219-structure-20140228.xml,https://data.nalog.ru/opendata/7707329152-kalendar/data-20171219-structure-20140228.xml
25-04-2018,event,Налог на добычу полезных ископаемых,payment_deadline,налогоплательщики уплачивают налог за март 2018 г.,19-12-2017,data-20171219-structure-20140228.xml,https://data.nalog.ru/opendata/7707329152-kalendar/data-20171219-structure-20140228.xml
25-04-2018,event,Страхование от несчастных случаев на производстве и профессиональных заболеваний,reporting_deadline,страхователи представляют расчет по начисленным и уплаченным страховым взносам за I квартал 2018 г. в форме электронного документа,19-12-2017,data-20171219-structure-20140228.xml,https://data.nalog.ru/opendata/7707329152-kalendar/data-20171219-structure-20140228.xml
25-04-2018,event,Торговый сбор,payment_deadline,плательщики уплачивают сбор за I квартал 2018 г.,19-12-2017,data-20171219-structure-20140228.xml,https://data.nalog.ru/opendata/7707329152-kalendar/data-20171219-structure-20140228.xml
25-04-2018,event,Упрощенная система налогообложения,payment_deadline,налогоплательщики уплачивают авансовый платеж по налогу за I квартал 2018 г.,19-12-2017,data-20171219-structure-20140228.xml,https://data.nalog.ru/opendata/7707329152-kalendar/data-20171219-structure-20140228.xml
28-04-2018,event,,other,"С у б б о т а, рабочий день",19-12-2017,data-20171219-structure-20140228.xml,https://data.nalog.ru/opendata/7707329152-kalendar/data-20171219-structure-20140228.xml
28-04-2018,event,Налог на прибыль организаций,reporting_deadline,налоговые агенты представляют расчеты по итогам отчетного периода;,19-12-2017,data-20171219-structure-20140228.xml,https://data.nalog.ru/opendata/7707329152-kalendar/data-20171219-structure-20140228.xml
28-04-2018,event,Налог на прибыль организаций,payment_deadline,"налогоплательщики уплачивают 1-й ежемесячный авансовый платеж по налогу за II квартал 2018 г. (об организациях, уплачивающих только квартальные авансовые платежи, см. ст. 286 НК РФ);",19-12-2017,data-20171219-structure-20140228.xml,https://data.nalog.ru/opendata/7707329152-kalendar/data-20171219-structure-20140228.xml
28-04-2018,event,Налог на прибыль организаций,mixed,"налогоплательщики, для которых отчетным периодом по налогу является квартал, представляют налоговую декларацию и уплачивают авансовый платеж за I квартал 2018 г.",19-12-2017,data-20171219-structure-20140228.xml,https://data.nalog.ru/opendata/7707329152-kalendar/data-20171219-structure-20140228.xml
28-04-2018,event,Налог на прибыль организаций,mixed,"налогоплательщики, исчисляющие ежемесячные авансовые платежи исходя из фактически полученной прибыли, представляют налоговую декларацию и уплачивают авансовый платеж за март 2018 г.;",19-12-2017,data-20171219-structure-20140228.xml,https://data.nalog.ru/opendata/7707329152-kalendar/data-20171219-structure-20140228.xml
28-04-2018,event,Регулярные платежи за пользование недрами,mixed,пользователи недр перечисляют платежи и представляют расчеты за I квартал 2018 г.,19-12-2017,data-20171219-structure-20140228.xml,https://data.nalog.ru/opendata/7707329152-kalendar/data-20171219-structure-20140228.xml
03-05-2018,event,Налог на добычу полезных ископаемых,reporting_deadline,налогоплательщики представляют налоговую декларацию за март 2018 г.,19-12-2017,data-20171219-structure-20140228.xml,https://data.nalog.ru/opendata/7707329152-kalendar/data-20171219-structure-20140228.xml
03-05-2018,event,Налог на доходы физических лиц,payment_deadline,"налоговые агенты перечисляют суммы исчисленного и удержанного налога с доходов в виде пособий по временной нетрудоспособности (включая пособие по уходу за больным ребенком) и в виде оплаты отпусков, выплаченных налогоплательщикам в апреле 2018 г.",19-12-2017,data-20171219-structure-20140228.xml,https://data.nalog.ru/opendata/7707329152-kalendar/data-20171219-structure-20140228.xml
03-05-2018,event,Налог на доходы физических лиц,reporting_deadline,"налоговые агенты представляют расчет сумм налога на доходы физических лиц, исчисленных и удержанных за первый квартал 2018 г.;",19-12-2017,data-20171219-structure-20140228.xml,https://data.nalog.ru/opendata/7707329152-kalendar/data-20171219-structure-20140228.xml
03-05-2018,event,Налог на доходы физических лиц,reporting_deadline,"налогоплательщики, указанные в статьях 227 , 227.1 и 228 НК РФ, представляют налоговые декларации за 2017 г.;",19-12-2017,data-20171219-structure-20140228.xml,https://data.nalog.ru/opendata/7707329152-kalendar/data-20171219-structure-20140228.xml
03-05-2018,event,Налог на имущество организаций,reporting_deadline,налогоплательщики представляют налоговый расчет по авансовым платежам за I квартал 2018 г.,19-12-2017,data-20171219-structure-20140228.xml,https://data.nalog.ru/opendata/7707329152-kalendar/data-20171219-structure-20140228.xml
03-05-2018,event,"Страховые взносы на обязательное социальное, пенсионное, медицинское страхование",reporting_deadline,плательщики представляют в ФНС расчет по страховым взносам за 1 квартал 2018 г.,19-12-2017,data-20171219-structure-20140228.xml,https://data.nalog.ru/opendata/7707329152-kalendar/data-20171219-structure-20140228.xml
03-05-2018,event,Упрощенная система налогообложения,mixed,налогоплательщики - индивидуальные предприниматели представляют налоговые декларации и уплачивают налог за 2017 г.,19-12-2017,data-20171219-structure-20140228.xml,https://data.nalog.ru/opendata/7707329152-kalendar/data-20171219-structure-20140228.xml
15-05-2018,event,Акцизы,payment_deadline,"налогоплательщики , осуществляющие на территории Российской Федерации производство алкогольной продукции и (или) подакцизной спиртосодержащей продукции, уплачивают авансовый платеж за май 2018 г.",19-12-2017,data-20171219-structure-20140228.xml,https://data.nalog.ru/opendata/7707329152-kalendar/data-20171219-structure-20140228.xml
15-05-2018,event,Индивидуальный (персонифицированный) учет в системе обязательного пенсионного страхования,reporting_deadline,страхователи представляют сведения о каждом работающем у них застрахованном лице за апрель 2018 г.,19-12-2017,data-20171219-structure-20140228.xml,https://data.nalog.ru/opendata/7707329152-kalendar/data-20171219-structure-20140228.xml
15-05-2018,event,Страхование от несчастных случаев на производстве и профессиональных заболеваний,payment_deadline,страхователи уплачивают страховые взносы в ФСС за апрель 2018 г.,19-12-2017,data-20171219-structure-20140228.xml,https://data.nalog.ru/opendata/7707329152-kalendar/data-20171219-structure-20140228.xml
15-05-2018,event,"Страховые взносы на обязательное социальное, пенсионное, медицинское страхование",payment_deadline,плательщики страховых взносов уплачивают взносы в ФНС за апрель 2018 г.,19-12-2017,data-20171219-structure-20140228.xml,https://data.nalog.ru/opendata/7707329152-kalendar/data-20171219-structure-20140228.xml
17-05-2018,event,Налог на прибыль организаций,payment_deadline,"налогоплательщики, для которых отчетным периодом по налогу является месяц, уплачивают налог с доходов в виде процентов по государственным и муниципальным ценным бумагам за апрель 2018 г.",19-12-2017,data-20171219-structure-20140228.xml,https://data.nalog.ru/opendata/7707329152-kalendar/data-20171219-structure-20140228.xml
18-05-2018,event,Акцизы,reporting_deadline,"налогоплательщики , уплатившие авансовый платеж акциза по алкогольной и (или) спиртосодержащей продукции, представляют в налоговый орган документы , подтверждающие уплату авансового платежа за май 2018 г. В целях освобождения от уплаты авансового платежа акциза налогоплательщики представляют в налоговый орган банковскую гарантию и извещение об освобождении от уплаты авансового платежа акциза",19-12-2017,data-20171219-structure-20140228.xml,https://data.nalog.ru/opendata/7707329152-kalendar/data-20171219-structure-20140228.xml
21-05-2018,event,Контролируемые сделки,notification_deadline,"налогоплательщики направляют в налоговый орган уведомление о контролируемых сделках, совершенных в 2017 году",19-12-2017,data-20171219-structure-20140228.xml,https://data.nalog.ru/opendata/7707329152-kalendar/data-20171219-structure-20140228.xml
21-05-2018,event,Косвенные налоги,mixed,"налогоплательщики уплачивают налоги по импортированным товарам, принятым на учет в апреле 2018 г. (срок платежа, предусмотренный договором (контрактом) лизинга, наступил в апреле) и представляют налоговую декларацию",19-12-2017,data-20171219-structure-20140228.xml,https://data.nalog.ru/opendata/7707329152-kalendar/data-20171219-structure-20140228.xml
21-05-2018,event,Налог на игорный бизнес,mixed,налогоплательщики представляют налоговую декларацию и уплачивают налог за апрель 2018 г.,19-12-2017,data-20171219-structure-20140228.xml,https://data.nalog.ru/opendata/7707329152-kalendar/data-20171219-structure-20140228.xml
21-05-2018,event,Сбор за пользование объектами водных биологических ресурсов,payment_deadline,налогоплательщики уплачивают регулярный взнос,19-12-2017,data-20171219-structure-20140228.xml,https://data.nalog.ru/opendata/7707329152-kalendar/data-20171219-structure-20140228.xml
21-05-2018,event,Сведения о среднесписочной численности работников,reporting_deadline,"организации, созданные (реорганизованные) в апреле 2018 г., представляют сведения за апрель",19-12-2017,data-20171219-structure-20140228.xml,https://data.nalog.ru/opendata/7707329152-kalendar/data-20171219-structure-20140228.xml
25-05-2018,event,Акцизы,mixed,"налогоплательщики (кроме имеющих свидетельство о регистрации лица, совершающего операции с прямогонным бензином, о регистрации лица, совершающего операции с бензолом, параксилолом или ортоксилолом, о регистрации организации, совершающей операции со средними дистиллятами, о регистрации организации, совершающей операции с денатурированным этиловым спиртом, а также включенных в Реестр эксплуатантов гражданской авиации Российской Федерации и имеющих сертификат (свидетельство) эксплуатанта и включенных в реестр поставщиков бункерного топлива, реализующих бункерное топливо и средние дистилляты) уплачивают акцизы и представляют налоговую декларацию за апрель 2018 г.;",19-12-2017,data-20171219-structure-20140228.xml,https://data.nalog.ru/opendata/7707329152-kalendar/data-20171219-structure-20140228.xml
25-05-2018,event,Акцизы,mixed,"налогоплательщики, имеющие свидетельство о регистрации лица, совершающего операции с прямогонным бензином, о регистрации лица, совершающего операции с бензолом, параксилолом или ортоксилолом, о регистрации организации, совершающей операции со средними дистиллятами, о регистрации организации, совершающей операции с денатурированным этиловым спиртом, а также включенные в Реестр эксплуатантов гражданской авиации Российской Федерации и имеющие сертификат (свидетельство) эксплуатанта уплачивают акцизы и представляют налоговую декларацию за февраль 2018 г.;",19-12-2017,data-20171219-structure-20140228.xml,https://data.nalog.ru/opendata/7707329152-kalendar/data-20171219-structure-20140228.xml
25-05-2018,event,Акцизы,mixed,"налогоплательщики, совершающие операции по реализации бункерного топлива и средних дистиллятов , включенные в реестр поставщиков бункерного топлива, уплачивают акцизы и представляют налоговую декларацию за ноябрь 2017 г.",19-12-2017,data-20171219-structure-20140228.xml,https://data.nalog.ru/opendata/7707329152-kalendar/data-20171219-structure-20140228.xml
25-05-2018,event,НДС,payment_deadline,налогоплательщики ( налоговые агенты ) уплачивают 1/3 суммы налога за I квартал 2018 г.,19-12-2017,data-20171219-structure-20140228.xml,https://data.nalog.ru/opendata/7707329152-kalendar/data-20171219-structure-20140228.xml
25-05-2018,event,Налог на добычу полезных ископаемых,payment_deadline,налогоплательщики уплачивают налог за апрель 2018 г.,19-12-2017,data-20171219-structure-20140228.xml,https://data.nalog.ru/opendata/7707329152-kalendar/data-20171219-structure-20140228.xml
28-05-2018,event,Налог на прибыль организаций,reporting_deadline,налоговые агенты представляют расчеты по итогам отчетного периода;,19-12-2017,data-20171219-structure-20140228.xml,https://data.nalog.ru/opendata/7707329152-kalendar/data-20171219-structure-20140228.xml
28-05-2018,event,Налог на прибыль организаций,payment_deadline,"налогоплательщики уплачивают 2-й ежемесячный авансовый платеж по налогу за II квартал 2018 г. (об организациях, уплачивающих только квартальные авансовые платежи, см. ст. 286 НК РФ);",19-12-2017,data-20171219-structure-20140228.xml,https://data.nalog.ru/opendata/7707329152-kalendar/data-20171219-structure-20140228.xml
28-05-2018,event,Налог на прибыль организаций,mixed,"налогоплательщики, исчисляющие ежемесячные авансовые платежи исходя из фактически полученной прибыли, представляют налоговую декларацию и уплачивают авансовый платеж за апрель 2018 г.",19-12-2017,data-20171219-structure-20140228.xml,https://data.nalog.ru/opendata/7707329152-kalendar/data-20171219-structure-20140228.xml
31-05-2018,event,Налог на добычу полезных ископаемых,reporting_deadline,налогоплательщики представляют налоговую декларацию за апрель 2018 г.,19-12-2017,data-20171219-structure-20140228.xml,https://data.nalog.ru/opendata/7707329152-kalendar/data-20171219-structure-20140228.xml
31-05-2018,event,Налог на доходы физических лиц,payment_deadline,"налоговые агенты перечисляют суммы исчисленного и удержанного налога с доходов в виде пособий по временной нетрудоспособности (включая пособие по уходу за больным ребенком) и в виде оплаты отпусков, выплаченных налогоплательщикам в мае 2018 г.",19-12-2017,data-20171219-structure-20140228.xml,https://data.nalog.ru/opendata/7707329152-kalendar/data-20171219-structure-20140228.xml
15-06-2018,event,Акцизы,payment_deadline,"налогоплательщики , осуществляющие на территории Российской Федерации производство алкогольной продукции и (или) подакцизной спиртосодержащей продукции, уплачивают авансовый платеж за июнь 2018 г.",19-12-2017,data-20171219-structure-20140228.xml,https://data.nalog.ru/opendata/7707329152-kalendar/data-20171219-structure-20140228.xml
15-06-2018,event,Индивидуальный (персонифицированный) учет в системе обязательного пенсионного страхования,reporting_deadline,страхователи представляют сведения о каждом работающем у них застрахованном лице за май 2018 г.,19-12-2017,data-20171219-structure-20140228.xml,https://data.nalog.ru/opendata/7707329152-kalendar/data-20171219-structure-20140228.xml
15-06-2018,event,Налог на прибыль организаций,payment_deadline,"налогоплательщики, для которых отчетным периодом по налогу является месяц, уплачивают налог с доходов в виде процентов по государственным и муниципальным ценным бумагам за май 2018 г.",19-12-2017,data-20171219-structure-20140228.xml,https://data.nalog.ru/opendata/7707329152-kalendar/data-20171219-structure-20140228.xml
15-06-2018,event,Страхование от несчастных случаев на производстве и профессиональных заболеваний,payment_deadline,страхователи уплачивают страховые взносы в ФСС за май 2018 г.,19-12-2017,data-20171219-structure-20140228.xml,https://data.nalog.ru/opendata/7707329152-kalendar/data-20171219-structure-20140228.xml
15-06-2018,event,"Страховые взносы на обязательное социальное, пенсионное, медицинское страхование",payment_deadline,плательщики страховых взносов уплачивают взносы в ФНС за май 2018 г.,19-12-2017,data-20171219-structure-20140228.xml,https://data.nalog.ru/opendata/7707329152-kalendar/data-20171219-structure-20140228.xml
18-06-2018,event,Акцизы,reporting_deadline,"налогоплательщики , уплатившие авансовый платеж акциза по алкогольной и (или) спиртосодержащей продукции, представляют в налоговый орган документы , подтверждающие уплату авансового платежа за июнь 2018 г. В целях освобождения от уплаты авансового платежа акциза налогоплательщики представляют в налоговый орган банковскую гарантию и извещение об освобождении от уплаты авансового платежа акциза",19-12-2017,data-20171219-structure-20140228.xml,https://data.nalog.ru/opendata/7707329152-kalendar/data-20171219-structure-20140228.xml
20-06-2018,event,Косвенные налоги,mixed,"налогоплательщики уплачивают налоги по импортированным товарам, принятым на учет в мае 2018 г. (срок платежа, предусмотренный договором (контрактом) лизинга, наступил в мае) и представляют налоговую декларацию",19-12-2017,data-20171219-structure-20140228.xml,https://data.nalog.ru/opendata/7707329152-kalendar/data-20171219-structure-20140228.xml
20-06-2018,event,Налог на игорный бизнес,mixed,налогоплательщики представляют налоговую декларацию и уплачивают налог за май 2018 г.,19-12-2017,data-20171219-structure-20140228.xml,https://data.nalog.ru/opendata/7707329152-kalendar/data-20171219-structure-20140228.xml
20-06-2018,event,Сбор за пользование объектами водных биологических ресурсов,payment_deadline,налогоплательщики уплачивают регулярный взнос,19-12-2017,data-20171219-structure-20140228.xml,https://data.nalog.ru/opendata/7707329152-kalendar/data-20171219-structure-20140228.xml
20-06-2018,event,Сведения о среднесписочной численности работников,reporting_deadline,"организации, созданные (реорганизованные) в мае 2018 г., представляют сведения за май",19-12-2017,data-20171219-structure-20140228.xml,https://data.nalog.ru/opendata/7707329152-kalendar/data-20171219-structure-20140228.xml
25-06-2018,event,Акцизы,mixed,"налогоплательщики (кроме имеющих свидетельство о регистрации лица, совершающего операции с прямогонным бензином, о регистрации лица, совершающего операции с бензолом, параксилолом или ортоксилолом, о регистрации организации, совершающей операции со средними дистиллятами, о регистрации организации, совершающей операции с денатурированным этиловым спиртом, а также включенных в Реестр эксплуатантов гражданской авиации Российской Федерации и имеющих сертификат (свидетельство) эксплуатанта и включенных в реестр поставщиков бункерного топлива, реализующих бункерное топливо и средние дистилляты) уплачивают акцизы и представляют налоговую декларацию за май 2018 г.;",19-12-2017,data-20171219-structure-20140228.xml,https://data.nalog.ru/opendata/7707329152-kalendar/data-20171219-structure-20140228.xml
25-06-2018,event,Акцизы,mixed,"налогоплательщики, имеющие свидетельство о регистрации лица, совершающего операции с прямогонным бензином, о регистрации лица, совершающего операции с бензолом, параксилолом или ортоксилолом, о регистрации организации, совершающей операции со средними дистиллятами, о регистрации организации, совершающей операции с денатурированным этиловым спиртом, а также включенные в Реестр эксплуатантов гражданской авиации Российской Федерации и имеющие сертификат (свидетельство) эксплуатанта уплачивают акцизы и представляют налоговую декларацию за март 2018 г.;",19-12-2017,data-20171219-structure-20140228.xml,https://data.nalog.ru/opendata/7707329152-kalendar/data-20171219-structure-20140228.xml
25-06-2018,event,Акцизы,mixed,"налогоплательщики, совершающие операции по реализации бункерного топлива и средних дистиллятов , включенные в реестр поставщиков бункерного топлива, уплачивают акцизы и представляют налоговую декларацию за декабрь 2017 г.",19-12-2017,data-20171219-structure-20140228.xml,https://data.nalog.ru/opendata/7707329152-kalendar/data-20171219-structure-20140228.xml
25-06-2018,event,НДС,payment_deadline,налогоплательщики ( налоговые агенты ) уплачивают 1/3 суммы налога за I квартал 2018 г.,19-12-2017,data-20171219-structure-20140228.xml,https://data.nalog.ru/opendata/7707329152-kalendar/data-20171219-structure-20140228.xml
25-06-2018,event,Налог на добычу полезных ископаемых,payment_deadline,налогоплательщики уплачивают налог за май 2018 г.,19-12-2017,data-20171219-structure-20140228.xml,https://data.nalog.ru/opendata/7707329152-kalendar/data-20171219-structure-20140228.xml
28-06-2018,event,Налог на прибыль организаций,reporting_deadline,налоговые агенты представляют расчеты по итогам отчетного периода;,19-12-2017,data-20171219-structure-20140228.xml,https://data.nalog.ru/opendata/7707329152-kalendar/data-20171219-structure-20140228.xml
28-06-2018,event,Налог на прибыль организаций,payment_deadline,"налогоплательщики уплачивают 3-й ежемесячный авансовый платеж по налогу за II квартал 2018 г. (об организациях, уплачивающих только квартальные авансовые платежи, см. ст. 286 НК РФ);",19-12-2017,data-20171219-structure-20140228.xml,https://data.nalog.ru/opendata/7707329152-kalendar/data-20171219-structure-20140228.xml
28-06-2018,event,Налог на прибыль организаций,mixed,"налогоплательщики, исчисляющие ежемесячные авансовые платежи исходя из фактически полученной прибыли, представляют налоговую декларацию и уплачивают авансовый платеж за май 2018 г.",19-12-2017,data-20171219-structure-20140228.xml,https://data.nalog.ru/opendata/7707329152-kalendar/data-20171219-structure-20140228.xml
02-07-2018,event,Налог на добычу полезных ископаемых,reporting_deadline,налогоплательщики представляют налоговую декларацию за май 2018 г.,19-12-2017,data-20171219-structure-20140228.xml,https://data.nalog.ru/opendata/7707329152-kalendar/data-20171219-structure-20140228.xml
02-07-2018,event,Налог на доходы физических лиц,payment_deadline,"налоговые агенты перечисляют суммы исчисленного и удержанного налога с доходов в виде пособий по временной нетрудоспособности (включая пособие по уходу за больным ребенком) и в виде оплаты отпусков, выплаченных налогоплательщикам в июне 2018 г.",19-12-2017,data-20171219-structure-20140228.xml,https://data.nalog.ru/opendata/7707329152-kalendar/data-20171219-structure-20140228.xml
02-07-2018,event,Налоговый мониторинг,other,"организации , наделенные правом обращаться за проведением налогового мониторинга, подают в налоговый орган заявление о проведении налогового мониторинга в 2019 году",19-12-2017,data-20171219-structure-20140228.xml,https://data.nalog.ru/opendata/7707329152-kalendar/data-20171219-structure-20140228.xml
02-07-2018,event,"Страховые взносы на обязательное социальное, пенсионное, медицинское страхование",payment_deadline,"плательщики страховых взносов, не производящие выплат и иных вознаграждений физическим лицам, уплачивают взносы на обязательное пенсионное страхование за 2017 г. (с суммы дохода, превышающего 300 000 рублей)",19-12-2017,data-20171219-structure-20140228.xml,https://data.nalog.ru/opendata/7707329152-kalendar/data-20171219-structure-20140228.xml
13-07-2018,event,Налог на прибыль организаций,payment_deadline,"налогоплательщики, для которых отчетным периодом по налогу является квартал, уплачивают налог с доходов в виде процентов по государственным и муниципальным ценным бумагам за полугодие 2018 г.",19-12-2017,data-20171219-structure-20140228.xml,https://data.nalog.ru/opendata/7707329152-kalendar/data-20171219-structure-20140228.xml
