auction_date,published_date,document_title,auction_format,issue,security_type,maturity_date,days_to_maturity,offered_amount,demand_amount,placed_amount,proceeds_amount,cutoff_price,weighted_average_price,cutoff_yield,weighted_average_yield,official_coefficient,cover_ratio,placement_ratio,source_url,source_file
18-07-2018,14-01-2019,Результаты проведенных аукционов по размещению государственных ценных бумаг в 2018 году,,26224RMFS,ОФЗ-ПД,23-05-2029,3962,20000.0,37431.02,19999.998,19051.27295687,94.37219999999999,94.4624,7.82,7.8100000000000005,1.8715509999999997,1.8715509999999997,0.9999998999999999,https://minfin.gov.ru/ru/document?id_4=121719-rezultaty_provedennykh_auktsionov_po_razmeshcheniyu_gosudarstvennykh_tsennykh_bumag_v_2018_godu,INTERNET_Auction_Results_rus_2018_20181226.xlsx
25-07-2018,14-01-2019,Результаты проведенных аукционов по размещению государственных ценных бумаг в 2018 году,,26223RMFS,ОФЗ-ПД,28-02-2024,2044,20000.0,64383.934,20000.0,19606.168974,95.2501,95.2888,7.7,7.6899999999999995,3.2191967,3.2191967,1.0,https://minfin.gov.ru/ru/document?id_4=121719-rezultaty_provedennykh_auktsionov_po_razmeshcheniyu_gosudarstvennykh_tsennykh_bumag_v_2018_godu,INTERNET_Auction_Results_rus_2018_20181226.xlsx
25-07-2018,14-01-2019,Результаты проведенных аукционов по размещению государственных ценных бумаг в 2018 году,,52002RMFS,ОФЗ-ИН,02-02-2028,3479,15189.15,18868.97474,15189.14898739,14702.97786367,95.75,95.9361,3.04,3.02,1.2422666666666669,1.2422666666666669,0.9999999333333333,https://minfin.gov.ru/ru/document?id_4=121719-rezultaty_provedennykh_auktsionov_po_razmeshcheniyu_gosudarstvennykh_tsennykh_bumag_v_2018_godu,INTERNET_Auction_Results_rus_2018_20181226.xlsx
01-08-2018,14-01-2019,Результаты проведенных аукционов по размещению государственных ценных бумаг в 2018 году,,25083RMFS,ОФЗ-ПД,15-12-2021,1232,20000.0,38220.791,12930.674999999997,12909.68402109,98.988,99.03269999999999,7.470000000000001,7.46,1.91103955,1.91103955,0.6465337499999999,https://minfin.gov.ru/ru/document?id_4=121719-rezultaty_provedennykh_auktsionov_po_razmeshcheniyu_gosudarstvennykh_tsennykh_bumag_v_2018_godu,INTERNET_Auction_Results_rus_2018_20181226.xlsx
01-08-2018,14-01-2019,Результаты проведенных аукционов по размещению государственных ценных бумаг в 2018 году,,26225RMFS,ОФЗ-ПД,10-05-2034,5761,15000.0,34878.782,14999.995,14496.26371792,95.331,95.3908,7.920000000000001,7.91,2.325252133333333,2.325252133333333,0.9999996666666667,https://minfin.gov.ru/ru/document?id_4=121719-rezultaty_provedennykh_auktsionov_po_razmeshcheniyu_gosudarstvennykh_tsennykh_bumag_v_2018_godu,INTERNET_Auction_Results_rus_2018_20181226.xlsx
08-08-2018,14-01-2019,Результаты проведенных аукционов по размещению государственных ценных бумаг в 2018 году,,26223RMFS,ОФЗ-ПД,28-02-2024,2030,15000.0,26460.894,11023.342,10701.55969969,94.04,94.0899,7.99,7.9799999999999995,1.7640596,1.7640596,0.7348894666666667,https://minfin.gov.ru/ru/document?id_4=121719-rezultaty_provedennykh_auktsionov_po_razmeshcheniyu_gosudarstvennykh_tsennykh_bumag_v_2018_godu,INTERNET_Auction_Results_rus_2018_20181226.xlsx
08-08-2018,14-01-2019,Результаты проведенных аукционов по размещению государственных ценных бумаг в 2018 году,,29012RMFS,ОФЗ-ПК,16-11-2022,1561,10000.0,8085.000000000001,2085.0,2121.8544,100.1,100.1536,7.76,7.75,0.8085000000000001,0.8085000000000001,0.2085,https://minfin.gov.ru/ru/document?id_4=121719-rezultaty_provedennykh_auktsionov_po_razmeshcheniyu_gosudarstvennykh_tsennykh_bumag_v_2018_godu,INTERNET_Auction_Results_rus_2018_20181226.xlsx
15-08-2018,14-01-2019,Результаты проведенных аукционов по размещению государственных ценных бумаг в 2018 году,,25083RMFS,ОФЗ-ПД,15-12-2021,1218,10000.0,20140.019,5849.428,5744.67581337,97.1,97.1352,8.16,8.15,2.0140019000000002,2.0140019000000002,0.5849428,https://minfin.gov.ru/ru/document?id_4=121719-rezultaty_provedennykh_auktsionov_po_razmeshcheniyu_gosudarstvennykh_tsennykh_bumag_v_2018_godu,INTERNET_Auction_Results_rus_2018_20181226.xlsx
29-08-2018,14-01-2019,Результаты проведенных аукционов по размещению государственных ценных бумаг в 2018 году,,25083RMFS,ОФЗ-ПД,15-12-2021,1204,15000.0,24955.007,13218.986,12986.321620689998,96.851,96.8979,8.260000000000002,8.25,1.6636671333333335,1.6636671333333335,0.8812657333333334,https://minfin.gov.ru/ru/document?id_4=121719-rezultaty_provedennykh_auktsionov_po_razmeshcheniyu_gosudarstvennykh_tsennykh_bumag_v_2018_godu,INTERNET_Auction_Results_rus_2018_20181226.xlsx
05-09-2018,14-01-2019,Результаты проведенных аукционов по размещению государственных ценных бумаг в 2018 году,,26223RMFS,ОФЗ-ПД,28-02-2024,2002,15000.0,36881.36,0.0,0.0,,,,,2.4587573333333332,2.4587573333333332,0.0,https://minfin.gov.ru/ru/document?id_4=121719-rezultaty_provedennykh_auktsionov_po_razmeshcheniyu_gosudarstvennykh_tsennykh_bumag_v_2018_godu,INTERNET_Auction_Results_rus_2018_20181226.xlsx
03-10-2018,14-01-2019,Результаты проведенных аукционов по размещению государственных ценных бумаг в 2018 году,,25083RMFS,ОФЗ-ПД,15-12-2021,1169,10000.0,9096.894,0.0,0.0,,,,,0.9096894,0.9096894,0.0,https://minfin.gov.ru/ru/document?id_4=121719-rezultaty_provedennykh_auktsionov_po_razmeshcheniyu_gosudarstvennykh_tsennykh_bumag_v_2018_godu,INTERNET_Auction_Results_rus_2018_20181226.xlsx
03-10-2018,14-01-2019,Результаты проведенных аукционов по размещению государственных ценных бумаг в 2018 году,,26223RMFS,ОФЗ-ПД,28-02-2024,1974,10000.0,10750.356,7380.39,6900.2285059900005,92.9,92.9951,8.309999999999999,8.290000000000001,1.0750355999999999,1.0750355999999999,0.738039,https://minfin.gov.ru/ru/document?id_4=121719-rezultaty_provedennykh_auktsionov_po_razmeshcheniyu_gosudarstvennykh_tsennykh_bumag_v_2018_godu,INTERNET_Auction_Results_rus_2018_20181226.xlsx
10-10-2018,14-01-2019,Результаты проведенных аукционов по размещению государственных ценных бумаг в 2018 году,,25083RMFS,ОФЗ-ПД,15-12-2021,1162,5000.0,21538.219,5000.0,4952.49185236,96.8808,96.90180000000001,8.290000000000001,8.28,4.3076438,4.3076438,1.0,https://minfin.gov.ru/ru/document?id_4=121719-rezultaty_provedennykh_auktsionov_po_razmeshcheniyu_gosudarstvennykh_tsennykh_bumag_v_2018_godu,INTERNET_Auction_Results_rus_2018_20181226.xlsx
17-10-2018,14-01-2019,Результаты проведенных аукционов по размещению государственных ценных бумаг в 2018 году,,26223RMFS,ОФЗ-ПД,28-02-2024,1960,10000.0,31116.888,10000.0,9329.01545,92.5111,92.5422,8.42,8.41,3.1116888,3.1116888,1.0,https://minfin.gov.ru/ru/document?id_4=121719-rezultaty_provedennykh_auktsionov_po_razmeshcheniyu_gosudarstvennykh_tsennykh_bumag_v_2018_godu,INTERNET_Auction_Results_rus_2018_20181226.xlsx
24-10-2018,14-01-2019,Результаты проведенных аукционов по размещению государственных ценных бумаг в 2018 году,,26223RMFS,ОФЗ-ПД,28-02-2024,1953,10000.0,25568.996,9999.996,9322.688404370001,92.30000000000001,92.3539,8.48,8.469999999999999,2.5568996,2.5568996,0.9999995999999999,https://minfin.gov.ru/ru/document?id_4=121719-rezultaty_provedennykh_auktsionov_po_razmeshcheniyu_gosudarstvennykh_tsennykh_bumag_v_2018_godu,INTERNET_Auction_Results_rus_2018_20181226.xlsx
24-10-2018,14-01-2019,Результаты проведенных аукционов по размещению государственных ценных бумаг в 2018 году,,26225RMFS,ОФЗ-ПД,10-05-2034,5677,10000.0,9529.311,4186.291,3861.82735975,89.21,89.3294,8.690000000000001,8.68,0.9529310999999999,0.9529310999999999,0.41862910000000003,https://minfin.gov.ru/ru/document?id_4=121719-rezultaty_provedennykh_auktsionov_po_razmeshcheniyu_gosudarstvennykh_tsennykh_bumag_v_2018_godu,INTERNET_Auction_Results_rus_2018_20181226.xlsx
31-10-2018,14-01-2019,Результаты проведенных аукционов по размещению государственных ценных бумаг в 2018 году,,25083RMFS,ОФЗ-ПД,15-12-2021,1141,15000.0,22511.89,12161.443,12098.43073734,96.89999999999999,96.9319,8.3,8.290000000000001,1.5007926666666667,1.5007926666666667,0.8107628666666666,https://minfin.gov.ru/ru/document?id_4=121719-rezultaty_provedennykh_auktsionov_po_razmeshcheniyu_gosudarstvennykh_tsennykh_bumag_v_2018_godu,INTERNET_Auction_Results_rus_2018_20181226.xlsx
31-10-2018,14-01-2019,Результаты проведенных аукционов по размещению государственных ценных бумаг в 2018 году,,26224RMFS,ОФЗ-ПД,23-05-2029,3857,5000.0,14761.093,4999.999,4583.94033361,88.86,88.8998,8.7,8.690000000000001,2.9522186,2.9522186,0.9999998,https://minfin.gov.ru/ru/document?id_4=121719-rezultaty_provedennykh_auktsionov_po_razmeshcheniyu_gosudarstvennykh_tsennykh_bumag_v_2018_godu,INTERNET_Auction_Results_rus_2018_20181226.xlsx
07-11-2018,14-01-2019,Результаты проведенных аукционов по размещению государственных ценных бумаг в 2018 году,,26223RMFS,ОФЗ-ПД,28-02-2024,1939,10000.0,12702.733,4702.441,4374.617620569999,91.87100000000001,91.9067,8.6,8.59,1.2702733,1.2702733,0.4702441,https://minfin.gov.ru/ru/document?id_4=121719-rezultaty_provedennykh_auktsionov_po_razmeshcheniyu_gosudarstvennykh_tsennykh_bumag_v_2018_godu,INTERNET_Auction_Results_rus_2018_20181226.xlsx
07-11-2018,14-01-2019,Результаты проведенных аукционов по размещению государственных ценных бумаг в 2018 году,,26224RMFS,ОФЗ-ПД,23-05-2029,3850,10000.0,8995.0,6535.0,5980.365,88.49050000000001,88.60090000000001,8.76,8.75,0.8995,0.8995,0.6535,https://minfin.gov.ru/ru/document?id_4=121719-rezultaty_provedennykh_auktsionov_po_razmeshcheniyu_gosudarstvennykh_tsennykh_bumag_v_2018_godu,INTERNET_Auction_Results_rus_2018_20181226.xlsx
14-11-2018,14-01-2019,Результаты проведенных аукционов по размещению государственных ценных бумаг в 2018 году,,25083RMFS,ОФЗ-ПД,15-12-2021,1127,5000.0,17501.089,4999.998,4971.209204940001,96.6,96.6052,8.44,8.43,3.5002178,3.5002178,0.9999995999999999,https://minfin.gov.ru/ru/document?id_4=121719-rezultaty_provedennykh_auktsionov_po_razmeshcheniyu_gosudarstvennykh_tsennykh_bumag_v_2018_godu,INTERNET_Auction_Results_rus_2018_20181226.xlsx
14-11-2018,14-01-2019,Результаты проведенных аукционов по размещению государственных ценных бумаг в 2018 году,,29012RMFS,ОФЗ-ПК,16-11-2022,1463,5000.0,12214.778,5000.0,5173.4005,99.8,99.8,7.86,7.86,2.4429556,2.4429556,1.0,https://minfin.gov.ru/ru/document?id_4=121719-rezultaty_provedennykh_auktsionov_po_razmeshcheniyu_gosudarstvennykh_tsennykh_bumag_v_2018_godu,INTERNET_Auction_Results_rus_2018_20181226.xlsx
21-11-2018,14-01-2019,Результаты проведенных аукционов по размещению государственных ценных бумаг в 2018 году,,25083RMFS,ОФЗ-ПД,15-12-2021,1120,10000.0,25510.16,9999.999,9979.84257821,96.8,96.8454,8.36,8.35,2.551016,2.551016,0.9999998999999999,https://minfin.gov.ru/ru/document?id_4=121719-rezultaty_provedennykh_auktsionov_po_razmeshcheniyu_gosudarstvennykh_tsennykh_bumag_v_2018_godu,INTERNET_Auction_Results_rus_2018_20181226.xlsx
21-11-2018,14-01-2019,Результаты проведенных аукционов по размещению государственных ценных бумаг в 2018 году,,26223RMFS,ОФЗ-ПД,28-02-2024,1925,10000.0,25571.172,9999.998,9321.656986380001,91.81,91.8456,8.63,8.62,2.5571172,2.5571172,0.9999998,https://minfin.gov.ru/ru/document?id_4=121719-rezultaty_provedennykh_auktsionov_po_razmeshcheniyu_gosudarstvennykh_tsennykh_bumag_v_2018_godu,INTERNET_Auction_Results_rus_2018_20181226.xlsx
28-11-2018,14-01-2019,Результаты проведенных аукционов по размещению государственных ценных бумаг в 2018 году,,26214RMFS,ОФЗ-ПД,27-05-2020,546,5000.0,18108.535,4999.998,4900.5992598,98.00999999999999,98.012,7.99,7.99,3.621707,3.621707,0.9999995999999999,https://minfin.gov.ru/ru/document?id_4=121719-rezultaty_provedennykh_auktsionov_po_razmeshcheniyu_gosudarstvennykh_tsennykh_bumag_v_2018_godu,INTERNET_Auction_Results_rus_2018_20181226.xlsx
28-11-2018,14-01-2019,Результаты проведенных аукционов по размещению государственных ценных бумаг в 2018 году,,26223RMFS,ОФЗ-ПД,28-02-2024,1918,5000.0,10663.081,4999.999,4653.84449993,91.511,91.5809,8.72,8.7,2.1326162,2.1326162,0.9999998,https://minfin.gov.ru/ru/document?id_4=121719-rezultaty_provedennykh_auktsionov_po_razmeshcheniyu_gosudarstvennykh_tsennykh_bumag_v_2018_godu,INTERNET_Auction_Results_rus_2018_20181226.xlsx
05-12-2018,14-01-2019,Результаты проведенных аукционов по размещению государственных ценных бумаг в 2018 году,,26223RMFS,ОФЗ-ПД,28-02-2024,1911,10000.0,8391.702,5145.66,4818.932286019999,92.001,92.0294,8.59,8.59,0.8391702,0.8391702,0.514566,https://minfin.gov.ru/ru/document?id_4=121719-rezultaty_provedennykh_auktsionov_po_razmeshcheniyu_gosudarstvennykh_tsennykh_bumag_v_2018_godu,INTERNET_Auction_Results_rus_2018_20181226.xlsx
05-12-2018,14-01-2019,Результаты проведенных аукционов по размещению государственных ценных бумаг в 2018 году,,26224RMFS,ОФЗ-ПД,23-05-2029,3822,15000.0,18859.16,14643.664,12902.38986614,88.01,88.1028,8.85,8.84,1.2572773333333334,1.2572773333333334,0.9762442666666667,https://minfin.gov.ru/ru/document?id_4=121719-rezultaty_provedennykh_auktsionov_po_razmeshcheniyu_gosudarstvennykh_tsennykh_bumag_v_2018_godu,INTERNET_Auction_Results_rus_2018_20181226.xlsx
12-12-2018,14-01-2019,Результаты проведенных аукционов по размещению государственных ценных бумаг в 2018 году,,25083RMFS,ОФЗ-ПД,15-12-2021,1099,16179.013,40515.602,8886.172,8908.50533764,96.86,96.89529999999999,8.36,8.35,2.504207271481888,2.504207271481888,0.5492406737048793,https://minfin.gov.ru/ru/document?id_4=121719-rezultaty_provedennykh_auktsionov_po_razmeshcheniyu_gosudarstvennykh_tsennykh_bumag_v_2018_godu,INTERNET_Auction_Results_rus_2018_20181226.xlsx
12-12-2018,14-01-2019,Результаты проведенных аукционов по размещению государственных ценных бумаг в 2018 году,,29012RMFS,ОФЗ-ПК,16-11-2022,1435,5000.0,14123.462,4698.38,4703.11783964,99.65,99.6688,7.76,7.75,2.8246924,2.8246924,0.9396760000000001,https://minfin.gov.ru/ru/document?id_4=121719-rezultaty_provedennykh_auktsionov_po_razmeshcheniyu_gosudarstvennykh_tsennykh_bumag_v_2018_godu,INTERNET_Auction_Results_rus_2018_20181226.xlsx
19-12-2018,14-01-2019,Результаты проведенных аукционов по размещению государственных ценных бумаг в 2018 году,,26214RMFS,ОФЗ-ПД,27-05-2020,525,10000.0,12111.331,1144.797,1126.65502223,98.02,98.0473,8.03,8.01,1.2111331,1.2111331,0.1144797,https://minfin.gov.ru/ru/document?id_4=121719-rezultaty_provedennykh_auktsionov_po_razmeshcheniyu_gosudarstvennykh_tsennykh_bumag_v_2018_godu,INTERNET_Auction_Results_rus_2018_20181226.xlsx
19-12-2018,14-01-2019,Результаты проведенных аукционов по размещению государственных ценных бумаг в 2018 году,,26223RMFS,ОФЗ-ПД,28-02-2024,1897,10000.0,6666.968,0.0,0.0,,,,,0.6666968,0.6666968,0.0,https://minfin.gov.ru/ru/document?id_4=121719-rezultaty_provedennykh_auktsionov_po_razmeshcheniyu_gosudarstvennykh_tsennykh_bumag_v_2018_godu,INTERNET_Auction_Results_rus_2018_20181226.xlsx
19-12-2018,14-01-2019,Результаты проведенных аукционов по размещению государственных ценных бумаг в 2018 году,,52002RMFS,ОФЗ-ИН,02-02-2028,3332,5130.6,7504.71126936,2275.8756711600004,2137.03366189,92.9,93.036,3.44,3.42,1.4627356,1.4627356,0.44358860000000006,https://minfin.gov.ru/ru/document?id_4=121719-rezultaty_provedennykh_auktsionov_po_razmeshcheniyu_gosudarstvennykh_tsennykh_bumag_v_2018_godu,INTERNET_Auction_Results_rus_2018_20181226.xlsx
26-12-2018,14-01-2019,Результаты проведенных аукционов по размещению государственных ценных бумаг в 2018 году,,25083RMFS,ОФЗ-ПД,15-12-2021,1085,7292.841,19937.489,7292.841,7087.87053464,97.05,97.0554,8.3,8.3,2.7338439162460832,2.7338439162460832,1.0,https://minfin.gov.ru/ru/document?id_4=121719-rezultaty_provedennykh_auktsionov_po_razmeshcheniyu_gosudarstvennykh_tsennykh_bumag_v_2018_godu,INTERNET_Auction_Results_rus_2018_20181226.xlsx
16-01-2019,21-01-2020,Результаты проведенных аукционов по размещению государственных ценных бумаг в 2019 году,,26223RMFS,ОФЗ-ПД,28-02-2024,1869,15000.0,33442.897000000004,14999.998,14418.10909059,93.7,93.7527,8.18,8.17,0.448525676468758,2.229526466666667,0.9999998666666666,https://minfin.gov.ru/ru/document?id_4=129477-rezultaty_provedennykh_auktsionov_po_razmeshcheniyu_gosudarstvennykh_tsennykh_bumag_v_2019_godu,INTERNET_Auction_Results_rus_2019_20191218.xlsx
16-01-2019,21-01-2020,Результаты проведенных аукционов по размещению государственных ценных бумаг в 2019 году,,26224RMFS,ОФЗ-ПД,23-05-2029,3780,15000.0,31715.971,15000.0,13823.0725,91.28399999999999,91.3598,8.33,8.32,0.47294784069515006,2.114398066666667,1.0,https://minfin.gov.ru/ru/document?id_4=129477-rezultaty_provedennykh_auktsionov_po_razmeshcheniyu_gosudarstvennykh_tsennykh_bumag_v_2019_godu,INTERNET_Auction_Results_rus_2019_20191218.xlsx
16-01-2019,21-01-2020,Результаты проведенных аукционов по размещению государственных ценных бумаг в 2019 году,,52002RMFS,ОФЗ-ИН,02-02-2028,3304,5142.45,18222.994603469997,5142.45,4887.741604,93.96,93.992,3.3000000000000003,3.3000000000000003,0.28219566058702455,3.5436405999999994,1.0,https://minfin.gov.ru/ru/document?id_4=129477-rezultaty_provedennykh_auktsionov_po_razmeshcheniyu_gosudarstvennykh_tsennykh_bumag_v_2019_godu,INTERNET_Auction_Results_rus_2019_20191218.xlsx
23-01-2019,21-01-2020,Результаты проведенных аукционов по размещению государственных ценных бумаг в 2019 году,,26209RMFS,ОФЗ-ПД,20-07-2022,1274,20000.0,16000.847,10017.006,9933.249111529998,99.11,99.1639,8.05,8.04,0.6260297345509271,0.80004235,0.5008503,https://minfin.gov.ru/ru/document?id_4=129477-rezultaty_provedennykh_auktsionov_po_razmeshcheniyu_gosudarstvennykh_tsennykh_bumag_v_2019_godu,INTERNET_Auction_Results_rus_2019_20191218.xlsx
23-01-2019,21-01-2020,Результаты проведенных аукционов по размещению государственных ценных бумаг в 2019 году,,26225RMFS,ОФЗ-ПД,10-05-2034,5586,10000.0,8137.067999999999,7487.025,6898.83499898,90.91,91.0319,8.48,8.469999999999999,0.9201133627001765,0.8137068,0.7487024999999999,https://minfin.gov.ru/ru/document?id_4=129477-rezultaty_provedennykh_auktsionov_po_razmeshcheniyu_gosudarstvennykh_tsennykh_bumag_v_2019_godu,INTERNET_Auction_Results_rus_2019_20191218.xlsx
30-01-2019,21-01-2020,Результаты проведенных аукционов по размещению государственных ценных бумаг в 2019 году,,26223RMFS,ОФЗ-ПД,28-02-2024,1855,15000.0,44995.702,15000.0,14438.441524,93.6015,93.6383,8.219999999999999,8.21,0.3333651734114516,2.9997134666666665,1.0,https://minfin.gov.ru/ru/document?id_4=129477-rezultaty_provedennykh_auktsionov_po_razmeshcheniyu_gosudarstvennykh_tsennykh_bumag_v_2019_godu,INTERNET_Auction_Results_rus_2019_20191218.xlsx
30-01-2019,21-01-2020,Результаты проведенных аукционов по размещению государственных ценных бумаг в 2019 году,,26224RMFS,ОФЗ-ПД,23-05-2029,3766,10000.0,41584.616,9999.999,9214.25147858,91.04100000000001,91.0835,8.37,8.36,0.24047352030375846,4.1584616,0.9999998999999999,https://minfin.gov.ru/ru/document?id_4=129477-rezultaty_provedennykh_auktsionov_po_razmeshcheniyu_gosudarstvennykh_tsennykh_bumag_v_2019_godu,INTERNET_Auction_Results_rus_2019_20191218.xlsx
06-02-2019,21-01-2020,Результаты проведенных аукционов по размещению государственных ценных бумаг в 2019 году,,26225RMFS,ОФЗ-ПД,10-05-2034,5572,15000.0,15568.685,15000.0,14025.3543,91.86,92.11240000000001,8.36,8.33,0.9634725090783197,1.0379123333333333,1.0,https://minfin.gov.ru/ru/document?id_4=129477-rezultaty_provedennykh_auktsionov_po_razmeshcheniyu_gosudarstvennykh_tsennykh_bumag_v_2019_godu,INTERNET_Auction_Results_rus_2019_20191218.xlsx
06-02-2019,21-01-2020,Результаты проведенных аукционов по размещению государственных ценных бумаг в 2019 году,,26226RMFS,ОФЗ-ПД,07-10-2026,2800,20000.0,54995.226,19999.998,20234.841326510003,100.02,100.10719999999999,8.110000000000001,8.09,0.3636678936458957,2.7497613000000003,0.9999998999999999,https://minfin.gov.ru/ru/document?id_4=129477-rezultaty_provedennykh_auktsionov_po_razmeshcheniyu_gosudarstvennykh_tsennykh_bumag_v_2019_godu,INTERNET_Auction_Results_rus_2019_20191218.xlsx
13-02-2019,21-01-2020,Результаты проведенных аукционов по размещению государственных ценных бумаг в 2019 году,,26223RMFS,ОФЗ-ПД,28-02-2024,1841,96748.167,54341.221,38098.939,36920.501895040004,94.0,94.0399,8.12,8.110000000000001,0.7011056854979391,0.5616770083096251,0.3937949439393513,https://minfin.gov.ru/ru/document?id_4=129477-rezultaty_provedennykh_auktsionov_po_razmeshcheniyu_gosudarstvennykh_tsennykh_bumag_v_2019_godu,INTERNET_Auction_Results_rus_2019_20191218.xlsx
13-02-2019,21-01-2020,Результаты проведенных аукционов по размещению государственных ценных бумаг в 2019 году,,26224RMFS,ОФЗ-ПД,23-05-2029,3752,205785.908,30544.491,3886.503,3589.7990279699998,91.03999999999999,91.0428,8.37,8.37,0.1272407191201844,0.1484284871440274,0.018886147442127087,https://minfin.gov.ru/ru/document?id_4=129477-rezultaty_provedennykh_auktsionov_po_razmeshcheniyu_gosudarstvennykh_tsennykh_bumag_v_2019_godu,INTERNET_Auction_Results_rus_2019_20191218.xlsx
20-02-2019,21-01-2020,Результаты проведенных аукционов по размещению государственных ценных бумаг в 2019 году,,26209RMFS,ОФЗ-ПД,20-07-2022,1246,93864.809,42624.085,18626.666,18561.33458234,99.005,99.0663,8.09,8.07,0.4369986124042311,0.45410080150485366,0.19844142014927024,https://minfin.gov.ru/ru/document?id_4=129477-rezultaty_provedennykh_auktsionov_po_razmeshcheniyu_gosudarstvennykh_tsennykh_bumag_v_2019_godu,INTERNET_Auction_Results_rus_2019_20191218.xlsx
20-02-2019,21-01-2020,Результаты проведенных аукционов по размещению государственных ценных бумаг в 2019 году,,26226RMFS,ОФЗ-ПД,07-10-2026,2786,330000.0,32019.674000000003,9690.913,9672.386234354,98.41,98.4368,8.4,8.4,0.30265495520035585,0.09702931515151517,0.02936640303030303,https://minfin.gov.ru/ru/document?id_4=129477-rezultaty_provedennykh_auktsionov_po_razmeshcheniyu_gosudarstvennykh_tsennykh_bumag_v_2019_godu,INTERNET_Auction_Results_rus_2019_20191218.xlsx
20-02-2019,21-01-2020,Результаты проведенных аукционов по размещению государственных ценных бумаг в 2019 году,,52002RMFS,ОФЗ-ИН,02-02-2028,3269,5169.1,10629.13452294,4568.62943086,4326.5314465599995,94.45,94.65249999999999,3.2399999999999998,3.2199999999999998,0.4298213952415314,2.0562834,0.8838345999999999,https://minfin.gov.ru/ru/document?id_4=129477-rezultaty_provedennykh_auktsionov_po_razmeshcheniyu_gosudarstvennykh_tsennykh_bumag_v_2019_godu,INTERNET_Auction_Results_rus_2019_20191218.xlsx
27-02-2019,21-01-2020,Результаты проведенных аукционов по размещению государственных ценных бумаг в 2019 году,,26223RMFS,ОФЗ-ПД,28-02-2024,1827,58649.228,46711.706,35106.145,33972.363309290005,93.592,93.65440000000001,8.24,8.23,0.751549194114212,0.7964590088040033,0.5985781262116527,https://minfin.gov.ru/ru/document?id_4=129477-rezultaty_provedennykh_auktsionov_po_razmeshcheniyu_gosudarstvennykh_tsennykh_bumag_v_2019_godu,INTERNET_Auction_Results_rus_2019_20191218.xlsx
27-02-2019,21-01-2020,Результаты проведенных аукционов по размещению государственных ценных бумаг в 2019 году,,26224RMFS,ОФЗ-ПД,23-05-2029,3738,201899.405,29003.041,22493.091,20733.72975616,90.503,90.5902,8.459999999999999,8.450000000000001,0.775542502594814,0.14365094835222522,0.11140741598520312,https://minfin.gov.ru/ru/document?id_4=129477-rezultaty_provedennykh_auktsionov_po_razmeshcheniyu_gosudarstvennykh_tsennykh_bumag_v_2019_godu,INTERNET_Auction_Results_rus_2019_20191218.xlsx
06-03-2019,21-01-2020,Результаты проведенных аукционов по размещению государственных ценных бумаг в 2019 году,,26225RMFS,ОФЗ-ПД,10-05-2034,5544,208326.684,23527.865,17403.745,16059.17685755,90.25,90.3273,8.57,8.559999999999999,0.7397077890407819,0.1129373565990231,0.08354064234997374,https://minfin.gov.ru/ru/document?id_4=129477-rezultaty_provedennykh_auktsionov_po_razmeshcheniyu_gosudarstvennykh_tsennykh_bumag_v_2019_godu,INTERNET_Auction_Results_rus_2019_20191218.xlsx
06-03-2019,21-01-2020,Результаты проведенных аукционов по размещению государственных ценных бумаг в 2019 году,,26226RMFS,ОФЗ-ПД,07-10-2026,2772,320309.087,46843.106,29004.489,29066.593905609996,98.412,98.5371,8.4,8.38,0.6191837279107838,0.14624345015850268,0.09055156465167659,https://minfin.gov.ru/ru/document?id_4=129477-rezultaty_provedennykh_auktsionov_po_razmeshcheniyu_gosudarstvennykh_tsennykh_bumag_v_2019_godu,INTERNET_Auction_Results_rus_2019_20191218.xlsx
13-03-2019,21-01-2020,Результаты проведенных аукционов по размещению государственных ценных бумаг в 2019 году,,26209RMFS,ОФЗ-ПД,20-07-2022,1225,75238.143,61491.948,34717.74,34815.78166943,99.21,99.2624,8.02,8.0,0.5645900175418089,0.8172975242092299,0.46143802353016605,https://minfin.gov.ru/ru/document?id_4=129477-rezultaty_provedennykh_auktsionov_po_razmeshcheniyu_gosudarstvennykh_tsennykh_bumag_v_2019_godu,INTERNET_Auction_Results_rus_2019_20191218.xlsx
13-03-2019,21-01-2020,Результаты проведенных аукционов по размещению государственных ценных бумаг в 2019 году,,26224RMFS,ОФЗ-ПД,23-05-2029,3724,179406.314,83548.06,56716.429,52376.62270589,90.41,90.4952,8.48,8.469999999999999,0.6788479469182168,0.4656918596521636,0.31613396282139766,https://minfin.gov.ru/ru/document?id_4=129477-rezultaty_provedennykh_auktsionov_po_razmeshcheniyu_gosudarstvennykh_tsennykh_bumag_v_2019_godu,INTERNET_Auction_Results_rus_2019_20191218.xlsx
20-03-2019,21-01-2020,Результаты проведенных аукционов по размещению государственных ценных бумаг в 2019 году,,26225RMFS,ОФЗ-ПД,10-05-2034,5530,190922.939,17394.828,10543.657,9833.99559131,91.01,91.0443,8.469999999999999,8.469999999999999,0.6061374679876109,0.09110915687297272,0.05522467365746972,https://minfin.gov.ru/ru/document?id_4=129477-rezultaty_provedennykh_auktsionov_po_razmeshcheniyu_gosudarstvennykh_tsennykh_bumag_v_2019_godu,INTERNET_Auction_Results_rus_2019_20191218.xlsx
