date,liquidity_deficit_surplus_bln_rub,liquidity_deficit_surplus_without_correspondent_accounts_bln_rub,cbr_claims_standard_instruments_bln_rub,repo_fx_swap_auctions_bln_rub,secured_loans_auctions_bln_rub,repo_fx_swap_standing_bln_rub,secured_loans_standing_bln_rub,cbr_liabilities_standard_instruments_bln_rub,deposit_auctions_bln_rub,deposit_standing_bln_rub,cobr_bln_rub,nonstandard_refundable_operations_bln_rub,correspondent_accounts_bln_rub,required_reserves_avg_bln_rub,source_url,source_file
03-02-2014,3899.1,4215.4,4338.3,2735.9,786.1,221.1,595.3,126.0,0.0,126.0,0.0,3.1,1142.1,825.8,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
04-02-2014,3803.9,4121.9,4177.5,2695.4,786.1,94.2,601.9,58.7,0.0,58.7,0.0,3.1,1143.8,825.8,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
05-02-2014,3673.8,4063.3,4122.8,2694.5,786.1,47.5,594.7,62.6,0.0,62.6,0.0,3.1,1215.3,825.8,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
06-02-2014,3599.4,3667.5,3728.0,2344.7,786.1,4.7,592.6,63.6,0.0,63.6,0.0,3.1,893.9,825.8,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
07-02-2014,3478.1,3581.5,3646.5,2324.7,786.1,6.3,529.4,68.1,0.0,68.1,0.0,3.1,929.2,825.8,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
10-02-2014,3386.7,3481.6,3593.5,2324.5,786.1,4.0,479.0,115.0,0.0,115.0,0.0,3.1,920.7,825.8,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
11-02-2014,3379.7,3585.8,3655.4,2324.5,786.1,65.7,479.2,72.7,0.0,72.7,0.0,3.1,1052.2,846.1,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
12-02-2014,3344.1,3528.7,3594.5,2324.1,786.1,5.3,479.1,68.9,0.0,68.9,0.0,3.1,1030.7,846.1,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
13-02-2014,3302.2,3625.5,3691.4,2222.8,986.1,3.3,479.1,69.0,0.0,69.0,0.0,3.1,1169.4,846.1,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
14-02-2014,3364.4,3615.5,3692.1,2222.6,986.1,4.0,479.4,79.7,0.0,79.7,0.0,3.1,1097.2,846.1,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
17-02-2014,3432.2,3623.6,3690.5,2222.6,986.1,3.8,478.0,70.0,0.0,70.0,0.0,3.1,1037.5,846.1,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
18-02-2014,3480.5,3625.9,3691.8,2222.6,986.1,4.9,478.2,68.9,0.0,68.9,0.0,3.1,991.5,846.1,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
19-02-2014,3476.9,3621.4,3693.6,2222.5,986.1,7.1,477.9,75.2,0.0,75.2,0.0,3.1,990.6,846.1,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
20-02-2014,3523.3,3733.8,3801.8,2301.7,986.1,38.9,475.1,71.1,0.0,71.1,0.0,3.1,1056.6,846.1,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
21-02-2014,3619.5,3752.0,3819.7,2300.4,985.8,58.4,475.2,70.7,0.0,70.7,0.0,3.1,978.6,846.1,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
24-02-2014,3521.5,3727.3,3785.7,2300.4,985.8,24.1,475.4,61.5,0.0,61.5,0.0,3.1,1051.9,846.1,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
25-02-2014,3577.8,3774.8,3838.1,2300.2,985.8,76.4,475.7,66.4,0.0,66.4,0.0,3.1,1043.1,846.1,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
26-02-2014,3770.3,3838.7,3900.2,2299.6,985.8,139.1,475.7,64.6,0.0,64.6,0.0,3.1,914.5,846.1,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
27-02-2014,3683.0,4001.2,4074.5,2261.2,985.8,353.5,473.9,76.4,0.0,76.4,0.0,3.1,1164.3,846.1,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
28-02-2014,3664.8,3728.1,3802.6,2260.4,985.8,82.4,473.9,77.6,0.0,77.6,0.0,3.1,909.4,846.1,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
03-03-2014,3609.7,3764.7,3868.4,2258.7,985.7,150.7,473.2,106.9,0.0,106.9,0.0,3.1,1001.1,846.1,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
04-03-2014,3535.5,3950.7,4075.2,2258.4,985.7,358.4,472.7,127.6,0.0,127.6,0.0,3.1,1261.3,846.1,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
05-03-2014,3828.9,4103.8,4170.8,2619.1,985.7,92.2,473.7,73.0,0.0,73.0,0.0,6.0,1121.0,846.1,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
06-03-2014,3791.1,3913.5,3978.5,2412.4,985.3,106.8,474.1,71.0,0.0,71.0,0.0,6.0,968.5,846.1,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
07-03-2014,3785.7,3884.8,3949.9,2408.8,985.3,77.6,478.3,71.1,0.0,71.1,0.0,6.0,945.2,846.1,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
11-03-2014,3769.9,3839.9,3900.0,2407.9,985.3,19.7,487.0,66.0,0.0,66.0,0.0,6.0,936.0,866.0,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
12-03-2014,3788.4,3942.3,4020.3,2405.4,985.3,147.3,482.4,84.1,0.0,84.1,0.0,6.0,1019.9,866.0,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
13-03-2014,3659.9,4111.7,4172.4,2252.2,1185.3,255.1,479.9,66.7,0.0,66.7,0.0,6.0,1317.8,866.0,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
14-03-2014,3896.2,4143.1,4202.2,2244.4,1185.1,285.7,487.0,65.1,0.0,65.1,0.0,6.0,1112.9,866.0,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
17-03-2014,3945.1,4265.1,4366.6,2332.9,1184.9,368.4,480.3,107.4,0.0,107.4,0.0,6.0,1186.0,866.0,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
18-03-2014,4160.3,4400.8,4487.6,2637.4,1184.9,183.3,482.0,92.8,0.0,92.8,0.0,6.0,1106.5,866.0,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
19-03-2014,4164.6,4351.2,4435.1,2625.9,1184.9,170.4,453.9,90.0,0.0,90.0,0.0,6.0,1052.6,866.0,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
20-03-2014,4211.7,4399.2,4467.3,2589.5,1184.9,323.5,369.4,74.0,0.0,74.0,0.0,6.0,1053.5,866.0,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
21-03-2014,4259.0,4419.2,4483.6,2586.5,1184.9,339.8,372.4,70.4,0.0,70.4,0.0,6.0,1026.2,866.0,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
24-03-2014,4240.8,4454.4,4521.4,2583.2,1184.9,384.7,368.6,73.0,0.0,73.0,0.0,6.0,1079.6,866.0,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
25-03-2014,4337.7,4576.0,4644.4,2702.5,1184.9,390.3,366.6,74.4,0.0,74.4,0.0,6.0,1104.3,866.0,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
26-03-2014,4561.9,4749.7,4833.4,2785.9,1184.7,495.5,367.3,89.7,0.0,89.7,0.0,6.0,1053.8,866.0,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
27-03-2014,4581.3,4831.7,4906.4,2913.2,1184.5,438.3,370.3,80.7,0.0,80.7,0.0,6.0,1116.4,866.0,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
28-03-2014,4640.8,4772.0,4839.7,2959.8,1184.5,415.2,280.1,73.7,0.0,73.7,0.0,6.0,997.2,866.0,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
31-03-2014,4724.3,4879.8,4946.6,3041.2,1184.5,437.4,283.5,72.8,0.0,72.8,0.0,6.0,1021.5,866.0,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
01-04-2014,4614.5,4911.1,5023.8,2956.1,1184.5,515.7,367.4,118.7,0.0,118.7,0.0,6.0,1162.6,866.0,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
02-04-2014,4468.8,4694.3,4771.9,2967.0,1184.5,252.6,367.8,83.6,0.0,83.6,0.0,6.0,1091.5,866.0,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
03-04-2014,4405.4,4546.7,4615.5,2871.2,1184.5,189.4,370.3,74.7,0.0,74.7,0.0,6.0,1007.3,866.0,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
04-04-2014,4353.6,4434.1,4508.3,2869.3,1184.4,84.6,369.9,80.2,0.0,80.2,0.0,6.0,946.5,866.0,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
07-04-2014,4328.5,4386.3,4454.9,2868.8,1184.4,30.8,370.9,74.7,0.0,74.7,0.0,6.0,923.8,866.0,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
08-04-2014,4312.2,4393.0,4462.6,2868.7,1184.4,40.0,369.5,75.5,0.0,75.5,0.0,6.0,946.8,866.0,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
09-04-2014,4230.5,4350.8,4451.2,2867.5,1184.4,28.0,371.3,106.4,0.0,106.4,0.0,6.0,986.3,866.0,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
10-04-2014,4217.2,4175.3,4591.6,3014.2,1184.4,15.7,377.3,422.2,0.0,422.2,0.0,5.9,824.1,866.0,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
11-04-2014,4258.0,4520.6,4584.5,3013.5,1184.4,15.0,371.6,69.8,0.0,69.8,0.0,5.9,1146.0,883.4,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
14-04-2014,4259.8,4432.1,4503.4,3013.2,1183.6,16.7,290.0,77.1,0.0,77.1,0.0,5.8,1055.7,883.4,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
15-04-2014,4320.6,4470.8,4541.5,3012.7,1183.6,54.4,290.9,76.6,0.0,76.6,0.0,5.8,1033.6,883.4,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
16-04-2014,4364.4,4567.1,4636.3,3011.0,1183.6,150.6,291.1,75.0,0.0,75.0,0.0,5.8,1086.1,883.4,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
17-04-2014,4277.1,4503.2,4576.1,2803.9,1405.6,74.2,292.3,78.7,0.0,78.7,0.0,5.8,1109.5,883.4,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
18-04-2014,4341.3,4488.3,4563.1,2802.9,1405.6,61.3,293.2,80.3,0.0,80.3,0.0,5.5,1030.4,883.4,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
21-04-2014,4489.3,4557.9,4632.0,2802.3,1405.5,130.7,293.5,79.7,0.0,79.7,0.0,5.5,952.0,883.4,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
22-04-2014,4672.4,4891.5,4953.7,3091.7,1405.3,162.8,293.9,67.7,0.0,67.7,0.0,5.5,1102.5,883.4,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
23-04-2014,4628.3,4844.6,4920.1,3090.8,1405.3,129.6,294.4,81.0,0.0,81.0,0.0,5.5,1099.7,883.4,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
24-04-2014,4628.6,4879.3,4945.8,3168.0,1405.3,79.5,292.9,72.0,0.0,72.0,0.0,5.5,1134.1,883.4,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
25-04-2014,4759.8,4963.5,5025.6,3167.0,1405.3,156.9,296.4,67.6,0.0,67.6,0.0,5.5,1087.1,883.4,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
28-04-2014,5002.1,5278.6,5345.2,3165.4,1405.3,475.1,299.4,72.2,0.0,72.2,0.0,5.5,1159.9,883.4,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
29-04-2014,5057.3,5254.7,5326.6,3278.1,1405.3,343.9,299.2,77.4,0.0,77.4,0.0,5.5,1080.8,883.4,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
30-04-2014,4958.5,5207.2,5288.4,3274.8,1405.3,305.9,302.3,86.7,0.0,86.7,0.0,5.5,1132.1,883.4,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
05-05-2014,4929.6,5062.7,5155.6,3152.9,1405.3,295.0,302.4,98.5,0.0,98.5,0.0,5.5,1016.5,883.4,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
06-05-2014,4862.2,5089.1,5168.0,3151.7,1405.3,310.2,300.8,84.5,0.0,84.5,0.0,5.5,1110.3,883.4,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
07-05-2014,4800.6,5086.9,5162.5,3150.5,1405.3,307.1,299.6,81.2,0.0,81.2,0.0,5.5,1169.7,883.4,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
08-05-2014,4745.8,4961.0,5039.3,3291.1,1401.4,50.9,295.9,83.8,0.0,83.8,0.0,5.5,1098.6,883.4,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
12-05-2014,4682.8,4720.8,4989.7,3290.5,1401.1,2.0,296.1,274.4,0.0,274.4,0.0,5.5,932.6,894.6,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
13-05-2014,4794.1,5045.3,5104.1,3290.1,1401.1,117.2,295.7,64.3,0.0,64.3,0.0,5.5,1145.8,894.6,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
14-05-2014,4732.0,5002.7,5057.4,3289.5,1401.1,73.2,293.7,60.2,0.0,60.2,0.0,5.5,1165.3,894.6,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
15-05-2014,4757.0,4985.4,5044.8,2954.1,1688.2,101.4,301.2,64.9,0.0,64.9,0.0,5.5,1123.0,894.6,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
16-05-2014,4849.6,5035.8,5105.5,2952.5,1688.2,160.5,304.3,75.2,0.0,75.2,0.0,5.5,1080.8,894.6,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
19-05-2014,4870.0,4996.4,5059.0,2952.2,1688.2,116.2,302.4,68.1,0.0,68.1,0.0,5.5,1021.0,894.6,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
20-05-2014,4882.3,5098.5,5155.5,2951.9,1688.2,213.9,301.5,62.9,0.0,62.9,0.0,5.8,1110.8,894.6,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
21-05-2014,4991.2,5271.9,5328.9,3148.0,1688.2,195.5,297.3,62.8,0.0,62.8,0.0,5.8,1175.3,894.6,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
22-05-2014,4878.4,5199.2,5304.5,3149.6,1688.2,167.5,299.2,111.0,0.0,111.0,0.0,5.8,1215.4,894.6,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
23-05-2014,4738.5,5099.0,5159.2,3149.0,1688.2,23.7,298.3,66.0,0.0,66.0,0.0,5.8,1255.1,894.6,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
26-05-2014,4691.6,5055.2,5144.3,3148.7,1688.2,7.7,299.7,94.9,0.0,94.9,0.0,5.8,1258.2,894.6,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
27-05-2014,4902.7,5087.0,5159.3,3148.6,1688.2,26.6,295.9,78.1,0.0,78.1,0.0,5.8,1078.9,894.6,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
28-05-2014,4790.7,5070.9,5139.5,3148.4,1688.2,7.3,295.6,74.3,0.0,74.3,0.0,5.8,1174.8,894.6,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
29-05-2014,4780.4,4868.6,4934.4,2777.7,1682.7,84.5,389.6,71.6,0.0,71.6,0.0,5.8,982.8,894.6,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
30-05-2014,4726.3,4852.5,4932.4,2776.0,1682.6,81.4,392.4,85.7,0.0,85.7,0.0,5.8,1020.8,894.6,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
02-06-2014,4632.1,4787.7,4870.0,2775.7,1682.6,19.1,392.6,88.1,0.0,88.1,0.0,5.8,1050.2,894.6,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
03-06-2014,4562.2,4786.1,4869.3,2775.5,1682.6,16.2,395.1,89.0,0.0,89.0,0.0,5.8,1118.5,894.6,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
04-06-2014,4482.0,4793.4,4865.2,2775.1,1682.6,17.9,389.6,77.6,0.0,77.6,0.0,5.8,1206.0,894.6,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
05-06-2014,4504.9,4390.0,4454.6,2369.9,1682.6,12.6,389.5,70.4,0.0,70.4,0.0,5.8,779.7,894.6,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
06-06-2014,4462.7,4387.7,4455.4,2368.5,1682.5,17.9,386.5,73.5,0.0,73.5,0.0,5.8,819.6,894.6,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
09-06-2014,4502.7,4462.9,4529.5,2368.2,1681.6,97.7,382.1,72.4,0.0,72.4,0.0,5.8,854.8,894.6,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
10-06-2014,4500.6,4683.2,4753.4,2368.1,1681.6,325.1,378.5,76.1,0.0,76.1,0.0,5.9,1077.2,894.6,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
11-06-2014,4505.4,4534.2,4591.9,2367.6,1681.5,162.9,379.9,66.6,0.0,66.6,0.0,8.9,909.5,880.7,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
16-06-2014,4553.9,4770.2,4812.4,2392.0,1982.6,56.5,381.4,52.4,0.0,52.4,0.0,10.1,1097.0,880.7,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
17-06-2014,4737.1,4932.7,4984.1,2391.6,1982.6,228.5,381.5,61.5,0.0,61.5,0.0,10.1,1076.3,880.7,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
18-06-2014,4719.0,4919.4,4974.2,2390.7,1982.6,218.4,382.5,64.9,0.0,64.9,0.0,10.1,1081.1,880.7,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
19-06-2014,4599.0,4821.3,4890.3,2483.7,1982.6,37.2,386.8,79.2,0.0,79.2,0.0,10.1,1103.0,880.7,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
20-06-2014,4688.8,4823.8,4881.7,2480.3,1982.6,32.6,386.3,68.1,0.0,68.1,0.0,10.1,1015.7,880.7,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
23-06-2014,4650.9,4799.0,4871.5,2479.9,1982.6,23.1,386.0,82.6,0.0,82.6,0.0,10.1,1028.8,880.7,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
24-06-2014,4647.8,4854.6,4915.3,2478.8,1982.6,67.9,386.0,70.8,0.0,70.8,0.0,10.1,1087.5,880.7,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
25-06-2014,4512.0,4833.2,4955.6,2478.7,1982.6,110.4,384.0,132.5,0.0,132.5,0.0,10.1,1201.9,880.7,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
26-06-2014,4739.2,5062.5,5171.9,2571.0,1982.5,230.1,388.3,119.6,0.0,119.6,0.0,10.1,1204.0,880.7,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
27-06-2014,4775.1,5032.7,5096.0,2570.9,1982.5,156.5,386.1,75.9,0.0,75.9,0.0,12.5,1138.3,880.7,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
30-06-2014,4724.7,5023.4,5094.2,2570.9,1982.5,133.4,407.3,83.4,0.0,83.4,0.0,12.5,1179.4,880.7,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
01-07-2014,4619.1,5109.9,5186.4,2570.7,1982.5,223.8,409.3,89.0,0.0,89.0,0.0,12.5,1371.5,880.7,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
02-07-2014,4524.5,5038.8,5108.5,2570.4,1982.5,106.4,449.2,82.3,0.0,82.3,0.0,12.5,1395.0,880.7,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
03-07-2014,4528.1,4769.5,4883.2,2252.0,1982.5,198.7,450.0,126.8,0.0,126.8,0.0,13.0,1122.1,880.7,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
04-07-2014,4471.2,4729.0,4841.8,2251.8,1982.5,158.5,449.0,125.8,0.0,125.8,0.0,13.0,1138.5,880.7,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
07-07-2014,4624.7,4623.7,4702.2,2251.8,1850.6,149.5,450.3,91.6,0.0,91.6,0.0,13.0,879.7,880.7,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
08-07-2014,4598.8,4628.1,4703.3,2251.6,1850.2,147.6,453.9,88.3,0.0,88.3,0.0,13.0,910.0,880.7,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
09-07-2014,4551.6,4581.3,4696.5,2251.4,1850.2,138.9,456.1,128.2,0.0,128.2,0.0,13.0,910.4,880.7,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
10-07-2014,4579.1,4498.5,4771.0,2453.7,1850.2,12.4,454.7,285.5,169.8,115.7,0.0,13.0,800.1,880.7,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
11-07-2014,4602.3,4722.7,4792.2,2453.5,1849.0,35.1,454.7,82.6,0.0,82.6,0.0,13.0,997.8,877.4,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
14-07-2014,4624.1,4720.6,4790.4,2452.7,1835.7,72.7,429.3,82.1,0.0,82.1,0.0,12.2,973.9,877.4,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
15-07-2014,4645.5,4781.3,4846.0,2452.3,1835.2,59.1,499.4,77.0,0.0,77.0,0.0,12.2,1013.2,877.4,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
16-07-2014,4657.8,4894.3,4959.6,2452.0,1835.2,172.5,499.9,77.3,0.0,77.3,0.0,12.0,1113.9,877.4,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
17-07-2014,4704.1,5087.8,5157.4,2707.1,1869.5,57.5,523.3,81.6,0.0,81.6,0.0,12.0,1261.1,877.4,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
18-07-2014,4775.1,4986.8,5047.4,2706.5,1869.4,17.9,453.5,73.4,0.0,73.4,0.0,12.9,1089.1,877.4,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
21-07-2014,4775.6,5021.3,5094.1,2702.1,1869.4,67.9,454.6,85.7,0.0,85.7,0.0,12.9,1123.1,877.4,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
22-07-2014,5110.9,5311.1,5375.8,2751.3,1869.4,250.5,504.5,77.6,0.0,77.6,0.0,12.9,1077.6,877.4,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
23-07-2014,4977.4,5304.4,5369.4,2864.3,1869.4,135.3,500.4,77.9,0.0,77.9,0.0,12.9,1204.4,877.4,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
24-07-2014,4918.2,5200.5,5269.2,2892.2,1869.4,56.2,451.3,81.5,0.0,81.5,0.0,12.9,1159.7,877.4,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
25-07-2014,5023.1,5218.5,5285.3,2891.8,1869.3,71.9,452.3,80.6,0.0,80.6,0.0,13.9,1072.8,877.4,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
28-07-2014,5142.2,5202.0,5264.3,2891.2,1824.3,117.2,431.5,76.2,0.0,76.2,0.0,13.9,937.2,877.4,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
29-07-2014,5216.7,5247.6,5322.9,2957.4,1824.3,95.5,445.8,89.2,0.0,89.2,0.0,13.9,908.3,877.4,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
30-07-2014,4980.8,5232.0,5296.6,2956.0,1824.3,80.9,435.4,78.5,0.0,78.5,0.0,13.9,1128.6,877.4,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
31-07-2014,4884.9,5180.8,5261.7,2684.2,2028.2,48.4,500.9,94.7,0.0,94.7,0.0,13.9,1173.3,877.4,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
01-08-2014,4814.7,5155.6,5249.5,2682.3,2028.2,31.6,507.4,107.8,0.0,107.8,0.0,13.9,1218.3,877.4,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
04-08-2014,4757.3,5058.9,5197.5,2681.3,1992.0,20.1,504.1,152.4,0.0,152.4,0.0,13.9,1179.0,877.4,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
05-08-2014,4690.6,4734.3,5195.6,2680.3,1985.0,20.9,509.5,475.2,360.0,115.2,0.0,13.9,921.1,877.4,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
06-08-2014,4518.1,4710.0,5190.2,2679.6,1984.6,21.4,504.6,494.1,360.0,134.1,0.0,13.9,1069.3,877.4,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
07-08-2014,4553.6,4630.0,4790.3,2293.6,1984.6,3.7,508.5,177.4,0.0,177.4,0.0,17.1,953.8,877.4,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
08-08-2014,4538.2,4417.1,4793.4,2280.6,1984.5,4.2,524.1,393.3,180.0,213.3,0.0,17.1,756.3,877.4,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
11-08-2014,4569.8,4520.1,4792.1,2279.7,1981.6,5.0,525.9,289.1,190.0,99.1,0.0,17.1,783.9,833.6,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
12-08-2014,4560.3,4717.2,4792.2,2279.5,1981.6,8.1,523.0,92.0,0.0,92.0,0.0,17.1,990.5,833.6,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
13-08-2014,4499.0,4701.2,4799.1,2276.4,1981.6,8.5,532.5,115.0,0.0,115.0,0.0,17.1,1035.8,833.6,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
14-08-2014,4494.1,4950.3,5055.8,2343.7,2102.4,80.0,529.6,122.5,0.0,122.5,0.0,17.1,1289.8,833.6,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
15-08-2014,4579.8,4895.9,5052.7,2343.5,2102.4,77.7,529.1,173.9,0.0,173.9,0.0,17.1,1149.7,833.6,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
