date,liquidity_deficit_surplus_bln_rub,liquidity_deficit_surplus_without_correspondent_accounts_bln_rub,cbr_claims_standard_instruments_bln_rub,repo_fx_swap_auctions_bln_rub,secured_loans_auctions_bln_rub,repo_fx_swap_standing_bln_rub,secured_loans_standing_bln_rub,cbr_liabilities_standard_instruments_bln_rub,deposit_auctions_bln_rub,deposit_standing_bln_rub,cobr_bln_rub,nonstandard_refundable_operations_bln_rub,correspondent_accounts_bln_rub,required_reserves_avg_bln_rub,source_url,source_file
07-07-2017,-581.0,-294.0,52.3,0.0,0.0,43.5,8.8,666.4,500.0,166.4,0.0,320.1,2148.4,1861.4,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
10-07-2017,-754.2,-289.2,51.6,0.0,0.0,42.7,8.9,661.6,500.0,161.6,0.0,320.8,2326.4,1861.4,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
11-07-2017,-543.0,-479.2,81.0,0.0,0.0,72.3,8.8,879.2,500.0,379.2,0.0,319.0,1925.2,1861.4,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
12-07-2017,-223.0,-525.9,135.1,0.0,0.0,126.4,8.8,975.7,713.0,262.7,0.0,314.7,1558.5,1861.4,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
13-07-2017,-391.9,-195.2,182.7,0.0,0.0,174.0,8.8,700.1,540.0,160.1,0.0,322.2,2068.1,1871.4,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
14-07-2017,-324.2,-161.3,218.3,0.0,0.0,209.5,8.8,702.1,540.0,162.1,0.0,322.5,2034.3,1871.4,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
17-07-2017,-482.5,-144.3,231.1,0.0,0.0,222.3,8.8,698.8,540.0,158.8,0.0,323.4,2209.6,1871.4,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
18-07-2017,-464.0,-197.4,222.4,0.0,0.0,205.0,17.4,743.6,540.0,203.6,0.0,323.7,2138.0,1871.4,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
19-07-2017,-622.2,-218.3,173.4,0.0,0.0,164.6,8.8,716.1,540.0,176.1,0.0,324.4,2275.3,1871.4,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
20-07-2017,-536.9,-230.3,205.8,0.0,0.0,193.6,12.2,762.6,598.9,163.7,0.0,326.4,2178.0,1871.4,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
21-07-2017,-595.2,-217.7,220.0,0.0,0.0,214.2,5.8,764.2,598.9,165.4,0.0,326.5,2248.9,1871.4,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
24-07-2017,-597.9,-224.6,210.9,0.0,0.0,205.1,5.8,762.8,598.9,163.9,0.0,327.3,2244.8,1871.4,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
25-07-2017,-462.0,-223.8,220.5,0.0,0.0,206.3,14.3,771.4,598.9,172.5,0.0,327.0,2109.6,1871.4,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
26-07-2017,14.1,-146.0,289.2,0.0,0.0,275.9,13.2,763.1,598.9,164.2,0.0,327.9,1711.3,1871.4,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
27-07-2017,-93.5,-81.5,270.9,0.0,0.0,260.9,10.0,680.7,519.6,161.1,0.0,328.3,1883.5,1871.4,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
28-07-2017,-53.5,-72.8,273.3,0.0,0.0,263.4,10.0,674.4,519.6,154.8,0.0,328.2,1852.1,1871.4,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
31-07-2017,-25.5,-37.5,303.4,0.0,0.0,285.2,18.3,670.2,519.6,150.6,0.0,329.2,1859.4,1871.4,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
01-08-2017,75.1,38.7,410.4,0.0,0.0,396.1,14.3,701.7,519.6,182.1,0.0,330.0,1835.0,1871.4,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
02-08-2017,-2.7,53.3,410.3,0.0,0.0,404.5,5.8,686.9,519.6,167.3,0.0,329.9,1927.4,1871.4,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
03-08-2017,57.8,-26.6,439.8,0.0,0.0,425.6,14.3,793.7,632.7,161.0,0.0,327.3,1787.1,1871.4,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
04-08-2017,-181.2,-70.8,467.5,0.0,0.0,453.2,14.3,865.5,632.7,232.8,0.0,327.2,1981.8,1871.4,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
07-08-2017,-23.0,-145.3,530.8,0.0,0.0,516.6,14.2,1000.5,632.7,367.8,0.0,324.4,1749.1,1871.4,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
08-08-2017,-45.4,-383.6,590.0,0.0,0.0,575.2,14.7,1297.8,914.9,382.9,0.0,324.2,1533.2,1871.4,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
09-08-2017,-34.1,-579.4,582.2,0.0,0.0,575.6,6.6,1486.1,1220.2,265.9,0.0,324.5,1326.1,1871.4,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
10-08-2017,-343.8,-25.3,618.9,0.0,0.0,583.7,35.2,968.8,795.8,173.0,0.0,324.7,2220.3,1901.7,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
11-08-2017,-261.3,-1.0,643.9,0.0,0.0,607.7,36.3,969.6,795.8,173.8,0.0,324.7,2162.1,1901.7,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
14-08-2017,-281.0,46.7,703.2,0.0,0.0,666.9,36.3,981.3,795.8,185.5,0.0,324.7,2229.4,1901.7,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
15-08-2017,-235.1,53.5,711.4,0.0,0.0,675.1,36.3,982.3,795.8,186.5,0.0,324.5,2190.4,1901.7,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
16-08-2017,-160.6,63.5,712.1,0.0,0.0,675.8,36.3,981.3,795.8,185.5,0.0,332.8,2125.9,1901.7,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
17-08-2017,-284.3,-160.0,722.2,0.0,0.0,683.1,39.2,1218.9,879.0,190.3,149.6,336.7,2026.0,1901.7,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
18-08-2017,-525.1,-144.6,717.5,0.0,0.0,678.3,39.2,1198.9,879.0,170.3,149.6,336.8,2282.2,1901.7,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
21-08-2017,-295.3,-153.9,715.2,0.0,0.0,679.1,36.2,1205.8,879.0,177.0,149.8,336.6,2043.1,1901.7,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
22-08-2017,-344.4,-149.2,707.9,0.0,0.0,671.7,36.2,1194.0,879.0,165.2,149.8,337.0,2097.0,1901.7,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
23-08-2017,-542.1,-191.9,701.5,0.0,0.0,665.4,36.2,1226.3,879.0,197.5,149.8,332.8,2251.9,1901.7,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
24-08-2017,-439.4,-348.8,683.7,0.0,0.0,638.7,45.0,1368.8,991.2,227.7,149.9,336.2,1992.3,1901.7,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
25-08-2017,-273.4,-246.4,748.6,0.0,0.0,703.7,45.0,1329.8,991.2,188.7,149.9,334.7,1928.7,1901.7,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
28-08-2017,230.4,-181.1,779.0,0.0,0.0,733.7,45.3,1294.7,991.2,153.5,150.0,334.6,1490.2,1901.7,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
29-08-2017,119.8,-186.2,783.9,0.0,0.0,738.8,45.0,1305.2,991.2,164.0,150.0,335.2,1595.8,1901.7,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
30-08-2017,-87.0,-146.1,813.3,0.0,0.0,768.4,44.9,1294.6,991.2,153.2,150.1,335.2,1842.6,1901.7,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
31-08-2017,-291.4,-154.7,839.7,0.0,0.0,785.2,54.5,1330.3,1003.7,176.5,150.1,335.9,2038.4,1901.7,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
01-09-2017,-208.9,-181.8,821.9,0.0,0.0,767.5,54.5,1339.6,1003.7,185.7,150.2,335.9,1928.9,1901.7,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
04-09-2017,-488.8,-441.9,660.9,0.0,0.0,653.8,7.1,1437.8,1125.5,162.0,150.3,335.0,1948.6,1901.7,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
05-09-2017,-518.2,-469.1,668.4,0.0,0.0,660.3,8.1,1472.7,1172.7,149.6,150.3,335.2,1950.9,1901.7,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
06-09-2017,-454.9,-599.2,687.4,0.0,0.0,650.8,36.7,1596.2,1249.9,196.0,150.3,309.6,1757.4,1901.7,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
07-09-2017,-323.0,-393.2,650.0,0.0,0.0,642.9,7.2,1377.8,1046.1,181.3,150.4,334.6,1824.9,1895.1,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
08-09-2017,-307.2,-419.2,645.9,0.0,0.0,638.7,7.2,1393.4,1046.1,196.9,150.4,328.3,1783.1,1895.1,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
11-09-2017,-387.7,-463.2,626.5,0.0,0.0,619.2,7.4,1423.2,1046.1,226.6,150.5,333.5,1819.6,1895.1,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
12-09-2017,-397.1,-526.7,576.3,0.0,0.0,569.1,7.2,1438.5,1046.1,241.8,150.6,335.5,1765.5,1895.1,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
13-09-2017,-408.4,-605.9,574.2,0.0,0.0,566.9,7.3,1515.7,1046.1,319.0,150.6,335.6,1697.6,1895.1,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
14-09-2017,-206.2,-509.1,549.6,0.0,0.0,542.5,7.2,1394.8,910.0,334.2,150.6,336.1,1592.2,1895.1,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
15-09-2017,-117.0,-781.6,602.8,0.0,0.0,595.4,7.4,1722.1,1380.0,191.4,150.7,337.7,1230.5,1895.1,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
18-09-2017,-160.9,-713.9,658.1,0.0,0.0,575.9,82.2,1709.4,1380.0,178.6,150.8,337.4,1342.1,1895.1,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
19-09-2017,-652.4,-362.7,637.8,0.0,0.0,530.5,107.2,1337.7,910.0,276.9,150.8,337.2,2184.8,1895.1,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
20-09-2017,-813.2,-937.0,43.9,0.0,0.0,36.7,7.2,1317.9,910.0,257.0,150.9,337.0,1771.3,1895.1,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
21-09-2017,-1251.2,-756.7,43.3,0.0,0.0,36.1,7.2,1137.1,700.0,286.2,150.9,337.1,2389.6,1895.1,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
22-09-2017,-1288.2,-787.0,42.8,0.0,0.0,35.7,7.2,1166.2,700.0,315.3,150.9,336.3,2396.3,1895.1,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
25-09-2017,-1486.0,-986.7,52.2,0.0,0.0,45.0,7.2,1376.1,1047.3,177.8,151.0,337.3,2394.4,1895.1,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
26-09-2017,-812.1,-741.4,112.3,0.0,0.0,75.2,37.2,1133.4,700.0,282.3,151.1,279.6,1965.8,1895.1,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
27-09-2017,-755.9,-797.4,54.8,0.0,0.0,38.4,16.4,1103.7,700.0,252.6,151.1,251.4,1853.6,1895.1,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
28-09-2017,-805.9,-811.9,46.4,0.0,0.0,38.6,7.8,1196.2,886.1,159.0,151.1,337.9,1889.1,1895.1,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
29-09-2017,-822.2,-798.0,45.8,0.0,0.0,37.9,7.8,1181.9,886.1,144.6,151.2,338.1,1919.3,1895.1,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
02-10-2017,-1150.2,-820.3,101.7,0.0,0.0,43.9,57.8,1260.5,886.1,223.1,151.3,338.4,2225.0,1895.1,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
03-10-2017,-1164.4,-806.1,43.6,0.0,0.0,36.3,7.3,1187.8,886.1,150.4,151.3,338.1,2253.4,1895.1,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
04-10-2017,-1242.9,-802.1,44.2,0.0,0.0,36.8,7.3,1183.1,886.1,145.7,151.3,336.9,2335.9,1895.1,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
05-10-2017,-1242.3,-879.2,17.0,0.0,0.0,10.6,6.4,1231.7,913.7,166.6,151.4,335.5,2258.2,1895.1,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
06-10-2017,-1284.0,-859.1,23.1,0.0,0.0,16.6,6.5,1217.7,913.7,152.6,151.4,335.5,2320.0,1895.1,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
09-10-2017,-1361.6,-1164.1,29.8,0.0,0.0,16.3,13.6,1530.1,1253.7,124.9,151.5,336.2,2092.6,1895.1,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
10-10-2017,-1521.0,-1191.0,22.4,0.0,0.0,15.7,6.7,1549.5,1250.8,147.2,151.5,336.1,2225.1,1895.1,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
11-10-2017,-1455.6,-1331.1,20.4,0.0,0.0,15.1,5.3,1672.4,1250.8,270.0,151.6,320.9,2019.6,1895.1,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
12-10-2017,-1363.4,-872.4,20.2,0.0,0.0,14.9,5.3,1229.9,875.7,202.6,151.6,337.3,2365.3,1874.3,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
13-10-2017,-1335.7,-1342.2,18.1,0.0,0.0,12.8,5.3,1698.6,1395.7,151.2,151.7,338.2,1867.7,1874.3,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
16-10-2017,-1409.7,-1343.5,16.9,0.0,0.0,11.0,5.9,1698.6,1395.7,151.1,151.8,338.1,1940.5,1874.3,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
17-10-2017,-1528.2,-1329.1,14.7,0.0,0.0,7.8,6.9,1682.3,1384.3,146.2,151.8,338.5,2073.4,1874.3,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
18-10-2017,-1589.6,-1360.9,13.8,0.0,0.0,7.0,6.8,1709.2,1384.3,173.1,151.8,334.5,2103.0,1874.3,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
19-10-2017,-1599.8,-1338.4,13.7,0.0,0.0,6.8,6.8,1687.2,1344.9,190.4,151.9,335.1,2135.7,1874.3,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
20-10-2017,-1617.8,-1339.7,13.4,0.0,0.0,6.6,6.8,1688.1,1344.9,191.3,151.9,335.0,2152.4,1874.3,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
23-10-2017,-1729.9,-1325.7,12.7,0.0,0.0,5.9,6.8,1674.0,1344.9,177.1,152.0,335.6,2278.5,1874.3,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
24-10-2017,-1838.8,-1772.4,12.7,0.0,0.0,5.9,6.8,2121.2,1824.9,144.3,152.0,336.1,1940.7,1874.3,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
25-10-2017,-1708.4,-1775.4,12.8,0.0,0.0,5.4,7.4,2124.3,1824.9,147.3,152.1,336.1,1807.3,1874.3,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
26-10-2017,-1046.5,-1241.6,46.9,0.0,0.0,5.4,41.5,1624.7,1110.0,186.9,327.8,336.2,1679.2,1874.3,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
27-10-2017,-1043.7,-1257.2,44.8,0.0,0.0,4.9,39.8,1638.0,1110.0,200.1,327.9,336.1,1660.8,1874.3,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
30-10-2017,-1088.5,-1270.7,45.3,0.0,0.0,5.5,39.8,1652.3,1110.0,214.2,328.1,336.3,1692.1,1874.3,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
31-10-2017,-973.1,-1241.2,49.4,0.0,0.0,7.3,42.1,1627.4,1110.0,189.2,328.2,336.8,1606.2,1874.3,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
01-11-2017,-1224.7,-1291.8,57.4,0.0,0.0,17.1,40.4,1686.0,1110.0,247.7,328.3,336.8,1807.2,1874.3,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
02-11-2017,-1253.2,-1296.9,45.5,0.0,0.0,5.1,40.4,1680.2,1162.5,173.9,343.8,337.8,1830.6,1874.3,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
03-11-2017,-1670.2,-1296.2,53.3,0.0,0.0,7.2,46.1,1686.0,1162.5,179.7,343.8,336.6,2248.3,1874.3,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
07-11-2017,-1710.3,-1374.4,63.0,0.0,0.0,15.3,47.7,1774.1,1162.5,267.5,344.1,336.6,2210.2,1874.3,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
08-11-2017,-1722.3,-2213.9,51.5,0.0,0.0,7.1,44.4,2600.5,1832.5,423.8,344.2,335.1,1382.7,1874.3,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
09-11-2017,-1622.9,-1431.4,44.9,0.0,0.0,4.5,40.4,1811.9,1243.9,188.5,379.5,335.5,2076.5,1885.0,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
10-11-2017,-1670.6,-1390.5,45.7,0.0,0.0,4.6,41.1,1772.5,1243.9,149.0,379.6,336.2,2165.1,1885.0,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
13-11-2017,-1554.9,-1408.8,45.7,0.0,0.0,4.6,41.1,1790.7,1243.9,166.9,379.9,336.2,2031.1,1885.0,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
14-11-2017,-1582.6,-1420.9,45.6,0.0,0.0,4.5,41.1,1803.3,1243.9,179.5,379.9,336.8,2046.7,1885.0,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
15-11-2017,-1613.6,-1422.0,46.8,0.0,0.0,4.6,42.2,1804.5,1243.9,180.6,380.0,335.7,2076.6,1885.0,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
16-11-2017,-1500.1,-1660.5,45.9,0.0,0.0,3.7,42.2,2042.4,1590.0,173.4,279.0,336.0,1724.6,1885.0,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
17-11-2017,-1610.9,-1652.8,45.9,0.0,0.0,3.8,42.2,2035.4,1590.0,166.4,279.0,336.7,1843.1,1885.0,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
20-11-2017,-1803.0,-1665.4,50.8,0.0,0.0,3.2,47.5,2053.0,1590.0,183.8,279.2,336.8,2022.6,1885.0,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
21-11-2017,-1910.2,-1656.5,45.4,0.0,0.0,3.3,42.2,2039.9,1590.0,170.6,279.3,337.9,2138.7,1885.0,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
22-11-2017,-1927.5,-1639.8,45.6,0.0,0.0,2.8,42.9,2023.9,1590.0,154.5,279.4,338.4,2172.7,1885.0,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
23-11-2017,-1948.8,-1751.1,43.6,0.0,0.0,2.6,41.0,2133.5,1668.0,172.9,292.6,338.8,2082.7,1885.0,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
24-11-2017,-1875.3,-1756.5,44.0,0.0,0.0,1.9,42.1,2141.1,1668.0,180.4,292.7,340.6,2003.8,1885.0,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
27-11-2017,-1702.9,-1738.0,44.5,0.0,0.0,1.6,42.9,2123.0,1668.0,162.1,292.9,340.6,1850.0,1885.0,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
28-11-2017,-1255.6,-1725.8,47.9,0.0,0.0,1.3,46.5,2114.6,1668.0,153.7,292.9,340.9,1414.8,1885.0,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
29-11-2017,-1276.8,-1661.8,97.0,0.0,0.0,51.1,45.9,2099.8,1668.0,138.8,293.0,341.0,1500.0,1885.0,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
30-11-2017,-1582.8,-1452.7,44.1,0.0,0.0,1.7,42.4,1838.8,1386.3,146.4,306.1,342.0,2015.1,1885.0,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
01-12-2017,-1438.9,-1469.8,41.9,0.0,0.0,4.1,37.8,1852.3,1386.3,159.8,306.2,340.6,1854.1,1885.0,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
04-12-2017,-1751.3,-1473.7,33.6,0.0,0.0,3.8,29.7,1845.4,1386.3,152.7,306.4,338.2,2162.6,1885.0,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
05-12-2017,-1681.4,-1477.8,32.1,0.0,0.0,3.9,28.2,1847.8,1386.3,155.0,306.5,337.9,2088.6,1885.0,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
06-12-2017,-1476.9,-1667.3,154.1,0.0,0.0,118.9,35.3,2158.9,1729.2,123.1,306.6,337.5,1694.6,1885.0,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
07-12-2017,-1776.7,-1600.6,43.3,0.0,0.0,4.6,38.7,1981.0,1535.7,138.7,306.6,337.2,2077.4,1901.3,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
08-12-2017,-1808.2,-1602.0,42.3,0.0,0.0,3.7,38.7,1980.9,1535.7,138.5,306.7,336.6,2107.5,1901.3,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
11-12-2017,-2373.5,-1602.5,41.3,0.0,0.0,3.0,38.3,1980.2,1535.7,137.6,306.9,336.4,2672.2,1901.3,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
12-12-2017,-2447.6,-2187.0,40.5,0.0,0.0,2.3,38.2,2559.9,2114.9,138.0,307.0,332.3,2161.8,1901.3,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
13-12-2017,-2521.2,-2181.9,51.5,0.0,0.0,1.8,49.7,2559.1,2114.9,137.2,307.0,325.6,2240.5,1901.3,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
14-12-2017,-2231.7,-2199.7,55.2,0.0,0.0,2.0,53.2,2588.0,1897.4,365.7,324.9,333.1,1933.2,1901.3,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
15-12-2017,-2035.9,-1937.1,83.1,0.0,0.0,29.9,53.2,2353.6,1897.4,131.2,325.0,333.4,2000.0,1901.3,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
18-12-2017,-2126.0,-2010.3,57.7,0.0,0.0,1.9,55.9,2402.0,1922.5,154.3,325.2,334.0,2017.0,1901.3,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
19-12-2017,-2378.7,-1939.1,46.5,0.0,0.0,1.8,44.7,2319.3,1847.9,146.1,325.3,333.7,2340.8,1901.3,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
20-12-2017,-2429.6,-1929.3,46.6,0.0,0.0,1.9,44.7,2310.5,1847.9,137.3,325.3,334.6,2401.6,1901.3,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
21-12-2017,-2198.7,-1858.0,46.4,0.0,0.0,1.6,44.7,2238.7,1741.4,155.6,341.7,334.4,2242.0,1901.3,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
22-12-2017,-2360.8,-1848.3,46.2,0.0,0.0,1.4,44.8,2229.0,1741.4,145.9,341.7,334.5,2413.7,1901.3,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
25-12-2017,-2309.0,-2005.0,49.0,0.0,0.0,1.4,47.6,2389.9,1880.0,167.9,342.0,335.8,2205.2,1901.3,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
26-12-2017,-1720.0,-1869.2,52.0,0.0,0.0,0.3,51.8,2258.9,1633.2,283.7,342.0,337.6,1752.0,1901.3,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
27-12-2017,-2324.5,-1829.5,47.1,0.0,0.0,1.1,46.1,2214.7,1633.2,239.4,342.1,338.0,2396.2,1901.3,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
28-12-2017,-2380.3,-1854.3,47.1,0.0,0.0,0.8,46.3,2182.5,1593.2,232.8,356.5,281.1,2427.3,1901.3,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
29-12-2017,-2373.9,-2051.1,49.8,0.0,0.0,3.5,46.3,2209.6,1594.9,258.1,356.6,108.7,2224.0,1901.3,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
01-01-2018,-2668.7,-2639.2,9.1,0.0,0.0,3.6,5.5,2729.2,2124.9,246.8,357.4,80.8,1930.7,1901.3,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
09-01-2018,-2918.3,-2638.6,9.7,0.0,0.0,4.2,5.5,2729.2,2124.9,246.8,357.4,80.8,2180.9,1901.3,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
10-01-2018,-2998.9,-3486.5,10.3,0.0,0.0,4.6,5.7,3746.1,2687.8,700.8,357.5,249.3,1413.6,1901.3,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
11-01-2018,-2955.4,-2041.2,44.5,0.0,0.0,39.0,5.5,2373.0,1767.2,248.2,357.6,287.3,2821.3,1907.2,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
12-01-2018,-2932.7,-2025.2,8.1,0.0,0.0,2.4,5.7,2337.6,1767.2,212.7,357.7,304.2,2814.7,1907.2,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
15-01-2018,-2859.7,-2010.1,34.9,0.0,0.0,29.6,5.3,2358.5,1767.2,233.4,357.9,313.5,2756.7,1907.2,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
16-01-2018,-2774.6,-2024.9,36.5,0.0,0.0,31.2,5.3,2376.4,1767.2,251.2,358.0,315.0,2656.8,1907.2,https://www.cbr.ru/hd_base/bliquidity/,cbr_liquidity.html
